,FIPS,Pop2010,LAPOP05_10,TractWhite,TractBlack,TractAsian,TractAIAN,TractHispanic,lawhite,lablack,laaian,laasian,lahisp,total_est,aian_est,asian_est,black_est,hisp_est,nhwhite_est,Fast Food,Restaurant,Grocery,Convenience,Market,metric,white_metric,black_metric,aian_metric,asian_metric,hisp_metric,AREA,la
10,01021,43643,5728.0,36713.0,4230.0,130.0,155.0,3420.0,0.13074387819028682,0.11962174940898346,0.34615384615384615,0.14193548387096774,0.12426900584795322,18.443083,5.3719006,0.0,34.058865,41.553814,15.008397,22,23,5,33,0.0,0.2773175419286305,0.0804645782481416,0.0,1.3506870649800213,0.6757052330011908,0.2136744236832257,1794.47,0.13124670623009418
11,01023,13859,3373.0,7731.0,6012.0,12.0,18.0,73.0,0.12197645841417669,0.4010312707917498,0.0,0.2777777777777778,0.1917808219178082,18.716578,,0.0,25.634905,7.6923079,12.448294,6,7,3,15,1.0,0.9860529911819833,,0.0,0.0,0.46253384683839627,0.5167784230019166,2365.96,0.2433797532289487
12,01025,25833,12099.0,14070.0,11336.0,77.0,103.0,271.0,0.40888415067519546,0.5414608327452364,0.6103896103896104,0.4563106796116505,0.4944649446494465,29.193983,86.335403,71.296295,51.210087,67.788467,9.3525696,25,13,6,13,2.0,3.1757359838534467,8.199089055593014,8.966241147915465,7.2600406577512615,7.184438844873289,1.0740954150723718,3207.62,0.46835443037974683
13,01027,13932,978.0,11380.0,2066.0,24.0,55.0,399.0,0.08014059753954306,0.022265246853823813,0.041666666666666664,0.05454545454545454,0.03508771929824561,18.844124,13.559322,,39.551876,49.855907,13.724738,4,8,3,6,2.0,0.2848453481324203,0.23399056143649266,,0.35486538185472294,0.58557560488607,0.10369719086691752,1564.25,0.07019810508182601
14,01029,14972,891.0,14079.0,498.0,23.0,51.0,307.0,0.0619362170608708,0.004016064257028112,0.0,0.0392156862745098,0.06514657980456026,17.134172,0.0,0.0,12.871287,15.979381,16.965282,5,2,2,12,1.0,0.13621068752150692,0.0,0.0,0.0,0.08370857496084196,0.1476396069623123,1450.65,0.059511087363077746
15,01031,49948,24149.0,37330.0,8359.0,644.0,645.0,3180.0,0.46804178944548624,0.46943414284005264,0.7282608695652174,0.3302325581395349,0.7345911949685534,17.231562,14.628297,7.9395084,38.690331,30.59758,11.693791,40,31,7,29,2.0,1.1675772719404587,0.9595295133126506,0.5223339121141545,3.948838365595872,1.4160771164802095,1.2038738554259951,1758.53,0.4834828221350204
16,01033,54428,28703.0,43789.0,8768.0,229.0,267.0,1093.0,0.5085067025965425,0.6187271897810219,0.7074235807860262,0.38202247191011235,0.5516925892040256,15.674927,19.58457,0.0,25.132307,39.731285,13.154456,53,36,8,45,2.0,1.2150049651810457,1.4637885077491244,0.0,2.6132412157497917,2.2309463816954755,1.0666886000162314,1534.88,0.5273572425957228
17,01035,13228,3487.0,6788.0,6149.0,17.0,44.0,161.0,0.36608721272834416,0.15238250121971053,0.23529411764705882,0.2727272727272727,0.13664596273291926,30.558475,0.0,,51.070042,14.285715,11.841533,7,3,1,15,1.0,0.6089690940022031,0.0,,0.9084124939966916,0.29453463039832856,0.12232368287107905,2201.91,0.2636074992440278
18,01037,11539,2607.0,7648.0,3582.0,16.0,40.0,230.0,0.27837343096234307,0.12311557788944724,0.0625,0.075,0.12173913043478261,15.988792,,,22.801664,100.0,12.626878,1,1,1,8,0.0,0.3130547784605133,,,0.12350324984834042,0.6499696680821562,0.13321649604177893,1685.9,0.2259294566253575
19,01039,37765,7415.0,32022.0,4716.0,155.0,214.0,483.0,0.18228093185934668,0.2964376590330789,0.15483870967741936,0.14485981308411214,0.12008281573498965,18.993946,14.814815,72.340424,42.719666,11.576846,14.896674,27,19,6,34,2.0,0.5925140140193641,0.4290414325736254,3.4070317930391147,1.0509187810867717,0.26644031473537155,0.28420514640638866,2668.88,0.19634582285184696
20,01041,13906,4101.0,10097.0,3254.0,189.0,57.0,204.0,0.2905813608002377,0.33097725875845113,0.026455026455026454,0.21052631578947367,0.1715686274509804,17.660204,41.379311,2.259887,39.440025,24.022346,11.299378,8,6,4,7,1.0,1.498100767436282,3.4586671938317983,0.21515064126675099,0.3001256737413792,1.4547205522795914,0.5576352004918176,1576.89,0.29490867251546093
21,01043,80406,14930.0,76133.0,856.0,343.0,408.0,3454.0,0.18308749162649574,0.1366822429906542,0.39650145772594747,0.14705882352941177,0.3378691372321945,16.735088,15.073529,32.394367,44.672897,37.04538,15.458207,63,43,15,53,1.0,0.5796984671867209,0.5148449023522947,0.8260082721107438,3.3043931015112875,1.0163140810387286,0.9743397996878348,1903.23,0.1856826604979728
22,01045,50251,15566.0,37236.0,9679.0,534.0,371.0,2821.0,0.2908207111397572,0.37297241450563073,0.3389513108614232,0.3045822102425876,0.380361573909961,14.813821,26.666668,4.3844857,30.070951,25.072887,10.234339,35,27,6,29,2.0,0.5479058680838006,0.9259779130550008,0.19525488661651436,1.2170012449861247,0.9118332379004566,0.46479663568503277,1453.37,0.309764979801397
23,01047,43820,17782.0,12769.0,30423.0,149.0,85.0,309.0,0.2808364006578432,0.4578443940439799,0.6040268456375839,0.29411764705882354,0.3786407766990291,31.841537,24.324326,0.0,42.160233,58.012817,8.0509129,25,12,8,36,1.0,2.358956158493284,1.2471302897796426,0.0,4.649185312703891,3.115032995945982,0.5565319787480115,2534.82,0.4057964399817435
24,01049,71109,0.0,60087.0,1078.0,203.0,969.0,9690.0,0.0,0.0,0.0,0.0,0.0,20.035378,16.437098,21.698112,35.041939,39.059948,17.091734,40,32,16,50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.66,0.0
25,01051,79303,20172.0,60455.0,15900.0,518.0,285.0,2129.0,0.24135307253328922,0.2930817610062893,0.2953667953667954,0.22105263157894736,0.33161108501643966,12.373965,9.0497742,0.0,26.92276,34.842834,8.5102167,39,40,8,55,2.0,0.3175181796953541,0.22033878253306827,0.0,0.8021980851800657,0.7769794481791026,0.28468856851438407,1601.88,0.25436616521443073
26,01053,38319,6466.0,23784.0,12220.0,92.0,1288.0,718.0,0.17192230070635722,0.16505728314238952,0.2391304347826087,0.1467391304347826,0.12116991643454039,24.449492,11.794872,43.537415,36.129944,72.204971,18.570093,28,19,4,30,2.0,0.4306626394707861,0.2116758298261429,0.7501414374010508,0.9018783598101522,1.1060095156563265,0.23488469083135188,2447.75,0.16874135546334718
