,FIPS,Pop2010,LAPOP05_10,TractWhite,TractBlack,TractAsian,TractAIAN,TractHispanic,lawhite,lablack,laaian,laasian,lahisp,total_est,aian_est,asian_est,black_est,hisp_est,nhwhite_est,Fast Food,Restaurant,Grocery,Convenience,Market,metric,white_metric,black_metric,aian_metric,asian_metric,hisp_metric,AREA,la
244,08003,15445,8159.0,11549.0,172.0,148.0,433.0,7110.0,0.49891765520824316,0.5174418604651163,0.5135135135135135,0.6581986143187067,0.6168776371308017,23.980831,8.1632652,30.63063,,29.396946,18.847263,16,14,4,7,1.0,3.2808420883635487,1.0547872146136745,4.104776995640946,,5.011079086410321,3.0110599069790323,1871.63,0.5282615733247006
245,08005,572003,337006.0,415910.0,58107.0,29077.0,4363.0,105522.0,0.6107114519968262,0.5208494673619358,0.6012999965608556,0.5338070135228055,0.49923238755899246,11.629692,22.199821,10.111153,23.130713,25.056458,6.4422174,506,471,95,158,5.0,1.1379753067477183,2.251701594420074,0.8746578639870399,2.309965640911434,2.2214127135203183,0.5341502396119042,2067.07,0.5891682386281191
246,08007,12084,5991.0,10436.0,37.0,89.0,227.0,2148.0,0.5062284400153315,0.2972972972972973,0.6292134831460674,0.44933920704845814,0.4297020484171322,8.5352745,0.0,5.2631578,0.0,18.145956,6.3982749,9,24,3,6,2.0,1.0505497747458454,0.0,0.38846141737566764,0.0,2.0242526018312343,0.6825600374543002,3496.95,0.4957795431976167
247,08009,3788,956.0,3506.0,24.0,6.0,51.0,348.0,0.2529948659440958,0.125,0.3333333333333333,0.3137254901960784,0.1925287356321839,13.975904,8.0,0.0,100.0,10.423452,13.12328,0,4,1,3,0.0,0.9311461682476424,0.5343080590160418,0.0,8.799718409010909,0.8632794583514504,0.667003301411596,6617.35,0.25237592397043296
248,08011,6499,808.0,5149.0,496.0,62.0,156.0,1985.0,0.1367255777820936,0.0,0.0967741935483871,0.057692307692307696,0.06599496221662468,23.991552,21.875,0.0,40.0,33.008923,20.731707,1,2,2,3,2.0,0.9179237899016551,0.9204099135200177,0.0,1.1912502667904243,0.5860473741522364,0.42104576708759295,3918.29,0.12432681951069395
249,08013,294567,166392.0,256889.0,2532.0,12133.0,1832.0,39276.0,0.5639361747680905,0.5339652448657188,0.5656474078958214,0.5758733624454149,0.5686424279458194,12.7582,25.0,7.8049207,22.960867,26.233185,10.604887,274,338,61,75,6.0,1.4923940174729318,2.9195485798522514,0.8630326545631865,2.6895512701593627,3.1284106490875074,1.2487947061213054,1881.08,0.5648697919318865
250,08014,55889,44501.0,48099.0,587.0,3407.0,336.0,6216.0,0.7985405101977172,0.7649063032367973,0.7610801291458761,0.8214285714285714,0.8090411840411841,5.4687057,0.0,7.3073072,17.4946,8.619174,4.7399087,74,48,6,16,1.0,0.4674690848566785,0.0,0.6000542507793267,1.4294182140337572,0.7600818535720036,0.4116854493973887,85.55,0.7962389736799728
251,08015,17809,5502.0,16598.0,275.0,106.0,192.0,1678.0,0.31311001325460897,0.025454545454545455,0.4245283018867924,0.19791666666666666,0.2729439809296782,11.587876,0.0,23.863636,0.0,28.319502,10.702755,21,38,7,17,3.0,1.4071597282764872,0.0,0.23875939417761194,0.0,2.203060815458476,1.1482266211637444,2624.7,0.3089449154921669
252,08017,1836,622.0,1711.0,7.0,11.0,13.0,178.0,0.3255406195207481,1.0,0.2727272727272727,0.38461538461538464,0.4606741573033708,12.134293,0.0,0.0,,28.645834,10.65662,0,1,2,1,0.0,4.47805583203991,0.0,0.0,,12.001773923244514,5.347744486059094,4605.73,0.33877995642701525
253,08019,9088,1116.0,8664.0,56.0,51.0,72.0,429.0,0.12003693444136658,0.25,0.11764705882352941,0.2638888888888889,0.1958041958041958,7.9854608,17.021276,9.333333,,9.7368422,8.0071392,12,20,1,12,2.0,0.10790151437896747,0.22482194006606585,0.25674881712147885,,0.2827293650357003,0.17251666502511573,1023.64,0.12279929577464789
254,08021,8256,466.0,6293.0,27.0,23.0,182.0,4620.0,0.059590020657873825,0.07407407407407407,0.0,0.027472527472527472,0.03939393939393939,17.745327,0.0,100.0,0.0,23.428701,10.160427,2,4,3,2,0.0,0.3639584522567097,0.0,2.6916451335055984,0.0,0.23388286041719908,0.14544303977272727,3334.33,0.056443798449612406
255,08023,3524,3524.0,2397.0,24.0,34.0,104.0,2327.0,1.0,1.0,1.0,1.0,1.0,28.437502,31.25,0.0,0.0,32.097069,22.319859,0,4,2,4,1.0,16.1393314415437,17.735527809307605,0.0,0.0,18.21627071509648,12.667343359818387,3177.79,1.0
256,08025,5823,107.0,4509.0,559.0,59.0,139.0,1686.0,0.02262142381902861,0.0,0.01694915254237288,0.0,0.0017793594306049821,21.002453,67.272728,0.0,76.92308,23.989218,18.93512,0,1,1,1,0.0,0.06627659969913878,0.26134379040876404,0.0,0.22390194349118195,0.0,0.005786086955458873,2039.41,0.018375407865361498
257,08027,4255,1036.0,4055.0,44.0,16.0,30.0,200.0,0.24438964241676941,0.06818181818181818,0.125,0.23333333333333334,0.2,15.106438,0.0,0.0,0.0,31.693989,14.815847,2,6,2,2,2.0,1.728831610892556,0.0,0.0,0.0,3.476034829612221,1.3927940775558167,1913.04,0.24347826086956523
258,08029,30952,4190.0,27761.0,160.0,160.0,295.0,4345.0,0.12863369475163,0.06875,0.2,0.21694915254237288,0.19355581127733026,13.122795,15.546219,5.2287583,0.0,31.7999,10.126936,16,32,7,12,1.0,0.4017547073008133,0.45226069803941377,0.0812981368530305,0.0,1.5602458481366448,0.4432957867871289,2957.9,0.1353708968725769
259,08031,600158,314896.0,413696.0,61435.0,20433.0,8237.0,190965.0,0.49352423035272275,0.6701391714820542,0.5399598688396222,0.535874711666869,0.5631660251878616,19.172373,29.421955,16.682688,27.357615,29.543364,11.305741,632,886,117,205,14.0,1.9610906825840286,2.8307418721922413,2.1794720016835436,2.8797844271646653,3.086337889063904,1.241239938200428,396.27,0.5246884986953435
260,08033,2064,2064.0,1920.0,4.0,2.0,60.0,82.0,1.0,1.0,1.0,1.0,1.0,15.978098,12.121212,0.0,,0.0,16.184971,0,3,1,1,0.0,7.741326550387596,5.872680232558139,0.0,,0.0,7.8415557170542645,2763.65,1.0
261,08035,285465,184675.0,257598.0,3476.0,10716.0,1183.0,21392.0,0.6472138758841296,0.6392405063291139,0.6556550951847705,0.6196111580726965,0.6400523560209423,2.8556945,9.4029856,3.2524419,4.2659974,3.3972125,2.5895023,218,191,25,60,5.0,0.16179091265065382,0.5329675052159334,0.18207946744452255,0.24495322818515258,0.18434403266110036,0.1451506356327964,2176.24,0.6469269437584292
262,08037,52197,14552.0,43402.0,359.0,528.0,343.0,15689.0,0.2792728445693747,0.2757660167130919,0.23863636363636362,0.18075801749271136,0.3414494231627255,9.4384117,0.0,9.6718483,32.989689,24.643738,2.943821,48,128,17,18,5.0,0.8569972709682372,0.0,0.8686675548221723,2.5640011906379154,1.450799946669857,0.32737172059416053,4362.92,0.2787899687721517
263,08039,23086,6106.0,21861.0,164.0,173.0,152.0,1234.0,0.2654041443666804,0.2073170731707317,0.13872832369942195,0.27631578947368424,0.24635332252836303,3.4949317,25.252523,0.0,34.705883,7.3327961,2.8391168,5,11,1,5,1.0,0.04004037260412533,0.2903111955260728,0.0,0.20855449064793663,0.08776606356324408,0.030296537153517027,4793.68,0.2644893008749892
264,08041,622263,408658.0,496258.0,38492.0,17055.0,5947.0,93665.0,0.6551531662965635,0.6748675049360907,0.6896511287012607,0.6371279636791659,0.6502535632306625,11.070938,17.465618,10.31715,15.742454,22.686001,8.2827921,443,405,61,181,18.0,0.7127320720861827,1.121715337366357,0.6825494461210688,1.064284508876935,1.4169041432486984,0.5279774302311895,5508.39,0.6567287465267901
265,08043,46824,34704.0,42225.0,1843.0,282.0,810.0,5770.0,0.7306098283007697,0.9712425393380358,0.6702127659574468,0.8469135802469137,0.8197573656845754,16.036663,23.529411,0.0,42.592594,26.822599,15.290854,17,31,5,12,3.0,1.2691896436423806,1.8356845774312578,0.0,3.0482338367122157,2.425724345487067,1.3385005759981474,3970.64,0.7411583803177858
266,08045,56389,18865.0,46367.0,385.0,370.0,639.0,15978.0,0.34882567343153537,0.33766233766233766,0.35405405405405405,0.3255086071987481,0.27825760420578294,9.1771564,22.480621,15.579709,32.460735,16.508766,6.4532995,51,85,10,28,5.0,0.5444727600408225,1.390664448648516,0.9329268050575397,2.0381377262097793,0.9529776068435418,0.318445026173966,7634.15,0.33455106492401
267,08047,5441,0.0,5157.0,28.0,77.0,41.0,267.0,0.0,0.0,0.0,0.0,0.0,11.001965,42.5,0.0,0.0,34.905659,9.9655619,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.24,0.0
268,08049,14843,419.0,13877.0,57.0,125.0,73.0,1116.0,0.029112920660085032,0.0,0.008,0.0,0.017025089605734768,6.6363444,0.0,15.966387,53.488373,15.06986,5.8479533,20,54,5,9,3.0,0.06310584239906807,0.0,0.0,0.14414437243144917,0.0,0.03353834431808002,4781.98,0.028228794718048913
269,08051,15324,3036.0,14152.0,48.0,100.0,208.0,1255.0,0.19460146975692483,0.125,0.19,0.18269230769230768,0.23745019920318727,10.835584,0.0,0.0,0.0,14.380953,10.866814,13,46,5,5,2.0,0.700454303974889,0.0,0.0,0.0,0.8572466361213179,0.8419235020242705,8389.24,0.1981205951448708
270,08053,843,99.0,802.0,3.0,3.0,9.0,24.0,0.11596009975062344,0.0,0.0,0.3333333333333333,0.20833333333333334,3.6809816,,,,0.0,3.982301,0,6,2,2,0.0,1.025589787363382,,,,0.0,1.96831801107157,2893.67,0.11743772241992882
271,08055,6711,3360.0,5560.0,35.0,25.0,214.0,2368.0,0.5154676258992806,0.5142857142857142,0.56,0.4158878504672897,0.3923141891891892,20.747089,29.411766,28.888889,0.0,30.711042,13.370945,4,11,4,5,3.0,6.191301607386428,9.036395883489902,8.85539735615301,0.0,7.61278452867868,3.1265751431192035,4120.67,0.5006705409029951
272,08057,1394,381.0,1290.0,0.0,1.0,17.0,150.0,0.27674418604651163,,0.0,0.17647058823529413,0.18,13.934426,0.0,,,0.0,15.133532,0,2,2,3,0.0,5.4640983452344445,0.0,,,0.0,3.9082292109038734,4179.52,0.2733142037302726
273,08059,534543,344593.0,472694.0,5667.0,14037.0,4717.0,76445.0,0.6458046854836321,0.6380801129345333,0.6776376718672081,0.6336654653381386,0.6266989338740271,8.0276899,15.01189,8.9464092,32.259838,18.795256,5.763586,435,458,61,156,12.0,0.5905566720525786,1.1063276161091955,0.651435101300302,2.4946344308037536,1.3591127056247223,0.41219139581094016,1979.3,0.6446497288337889
274,08061,1398,1398.0,1346.0,4.0,0.0,7.0,78.0,1.0,1.0,,1.0,1.0,12.52372,0.0,0.0,,0.0,13.279678,1,1,2,1,0.0,17.916623748211734,0.0,0.0,,0.0,18.998108726752502,4578.51,1.0
275,08063,8270,2167.0,7316.0,225.0,36.0,59.0,1574.0,0.28007107709130674,0.013333333333333334,0.3611111111111111,0.11864406779661017,0.11880559085133419,8.482439,0.0,2.9411764,0.0,10.13289,8.1890268,6,6,3,4,0.0,0.806287435377064,0.0,0.014225762515114874,0.0,0.43610905252802656,0.35292702568491313,5596.5,0.26203143893591296
276,08065,7310,5855.0,5898.0,27.0,33.0,97.0,2858.0,0.800949474398101,0.7407407407407407,0.7878787878787878,0.6701030927835051,0.7970608817354794,21.666666,11.607142,0.0,0.0,45.239826,6.167057,5,10,2,8,0.0,4.74803847698466,2.5435661516180907,0.0,0.0,8.29421267293779,1.3448754829365144,976.19,0.8009575923392613
277,08067,51334,14506.0,44546.0,204.0,286.0,2987.0,6056.0,0.28375162753109145,0.338235294117647,0.4125874125874126,0.25711416136591897,0.25181638044914134,10.182832,25.600662,21.161825,36.162361,17.709267,8.2193518,48,69,10,23,2.0,0.5605392644143602,1.41509126667966,1.3943343793472505,2.9064820505010247,0.8869956233899841,0.40319620912341425,4382.47,0.28258074570460123
278,08069,299630,177462.0,271267.0,2500.0,5800.0,2206.0,31628.0,0.5897436842667925,0.6104,0.6624137931034483,0.6192203082502266,0.5995320601998229,13.322067,20.551092,18.972706,30.237358,25.663254,11.43146,271,298,36,86,13.0,0.9480012225821097,1.4561811621809866,1.3914288646877815,2.40652520850198,1.9092997693589389,0.823438786290115,6723.61,0.592270466909188
279,08071,15507,8686.0,12967.0,218.0,110.0,375.0,6446.0,0.5675175445361302,0.8302752293577982,0.5636363636363637,0.5786666666666667,0.49550108594477194,16.82774,47.552448,0.0,93.57798,22.273893,11.273034,11,13,4,7,1.0,2.4313643012269845,6.961204236961892,0.0,13.605198262368317,3.3247331955890886,1.4408462214206066,12361.17,0.5601341329722062
280,08073,5467,1254.0,4868.0,290.0,43.0,51.0,683.0,0.23952341824157766,0.02413793103448276,0.13953488372093023,0.0196078431372549,0.13177159590043924,12.594402,11.764706,100.0,0.0,15.151516,11.672771,3,6,2,6,0.0,1.0568343869693375,1.0308844323128583,0.8830411938716941,0.0,0.10868430547635188,0.5626997121823178,6676.04,0.22937625754527163
281,08075,22709,8763.0,20213.0,900.0,127.0,263.0,3551.0,0.4010290407163707,0.12555555555555556,0.36220472440944884,0.2585551330798479,0.24866234863418754,12.832989,0.0,79.545456,15.909091,34.970337,8.7059784,11,18,2,9,0.0,0.43612864158944786,0.0,0.8795961002245806,0.5074946427636482,0.7963151294096728,0.19066000582170117,4761.83,0.3858822493284601
282,08077,146723,98536.0,131181.0,935.0,1121.0,1554.0,19552.0,0.6727651108011069,0.7219251336898396,0.7305976806422836,0.6357786357786358,0.6600347790507365,12.401693,20.907419,7.2941175,11.857708,27.017227,10.094393,91,103,21,48,4.0,1.1920618872072677,2.013191001152536,0.7536783038656165,1.2399384773566686,2.458486332859989,0.953604135149447,8622.0,0.6715784164718551
283,08079,712,91.0,693.0,2.0,1.0,4.0,21.0,0.12842712842712842,0.0,0.0,0.0,0.14285714285714285,7.7450981,0.0,100.0,,0.0,6.4814816,0,6,1,1,1.0,1.3902993764597273,0.0,0.0,,0.0,1.3004577849117172,2267.98,0.12780898876404495
284,08081,13795,9995.0,12422.0,42.0,77.0,122.0,1985.0,0.7358718402833682,0.8333333333333333,0.5974025974025974,0.6967213114754098,0.6503778337531486,13.021567,38.121548,0.0,,17.216322,12.100558,5,14,2,8,1.0,1.3678316052075643,4.067063962480718,0.0,,1.739032757176216,1.140983646139084,12285.07,0.7245378760420442
285,08083,25535,5556.0,20704.0,58.0,121.0,3128.0,2818.0,0.1544629057187017,0.1206896551724138,0.33884297520661155,0.6195652173913043,0.26330731014904185,17.552092,34.446339,2.7397261,,22.868792,14.453719,13,38,5,15,4.0,0.7478067890476482,1.0418409268281648,0.0647457603829767,,2.774370097308894,0.7452065540513214,5256.46,0.21758370863520657
286,08085,41276,16169.0,35804.0,162.0,255.0,446.0,8127.0,0.3876941123896771,0.43827160493827155,0.49411764705882355,0.4260089686098655,0.4423526516549772,10.94228,27.916666,7.1428576,0.0,21.037697,8.3583612,22,37,8,9,1.0,0.8307794858877289,2.0977085077525106,0.6067471003387015,0.0,1.7370380077326995,0.7166088264967685,5803.39,0.39172884969473787
287,08087,28159,13179.0,22360.0,808.0,140.0,237.0,9506.0,0.4435152057245081,0.6547029702970297,0.5285714285714286,0.4978902953586498,0.5488112770881549,14.643848,49.803921,82.285713,28.064516,18.893858,10.316763,12,21,7,13,1.0,1.7037318988148205,5.4910179295221795,13.392127028614738,3.6875851131077098,2.338487864646853,1.4074964005156707,3316.3,0.468020881423346
288,08089,18831,6946.0,14788.0,143.0,143.0,338.0,7596.0,0.35231268596159043,0.42657342657342656,0.5174825174825175,0.41124260355029585,0.41640337019483936,21.005054,26.647564,65.030678,59.016396,30.943663,13.093129,13,19,3,7,0.0,1.2343350727004738,1.4956627126291833,4.419365803226564,4.865374091895042,2.0272984762630166,0.8685714580206766,3268.46,0.36885985874356114
289,08091,4436,235.0,4277.0,7.0,25.0,17.0,196.0,0.05354220247837269,0.0,0.0,0.11764705882352941,0.030612244897959183,8.2194958,60.000004,0.0,,22.727274,7.352572,4,19,3,2,2.0,0.2944768914126652,2.1725872607334344,0.0,,1.8082486076486504,0.15221735890027788,1402.71,0.05297565374211001
290,08093,16206,8732.0,15352.0,69.0,103.0,152.0,783.0,0.5396039603960396,0.4492753623188406,0.5242718446601942,0.631578947368421,0.5555555555555556,6.1918097,0.0,0.0,,17.272728,5.4832649,5,14,4,7,1.0,0.8234545800444844,0.0,0.0,,2.6926055457043203,0.7518840621443362,5682.05,0.5388127853881278
291,08095,4442,207.0,3961.0,18.0,26.0,20.0,830.0,0.051249684423125476,0.0,0.038461538461538464,0.05,0.01927710843373494,9.2550278,25.714287,0.0,58.823532,24.713377,6.0965037,2,6,4,3,0.0,0.38837472251791616,1.186716878807454,0.0,2.0373197104561354,1.1127139576767222,0.10582887248227492,1781.73,0.04660063034669068
292,08097,17148,2696.0,16028.0,93.0,207.0,45.0,1561.0,0.16078113301721986,0.1827956989247312,0.17391304347826086,0.17777777777777776,0.10826393337604101,8.3521585,0.0,9.6774187,0.0,19.101124,7.4629946,22,75,7,7,1.0,0.5360307517359131,0.0,0.7221211572997636,0.0,1.386184257315398,0.32982342262194286,2514.1,0.15721950081642175
293,08099,12551,6817.0,10165.0,64.0,38.0,112.0,4417.0,0.5344810624692573,0.578125,0.6842105263157895,0.5982142857142857,0.5331673081276884,22.13484,78.571426,66.666672,,40.649651,11.668806,11,6,2,10,0.0,1.915768453555006,6.691887379205581,6.141609393673811,,3.874942544418771,0.9913832975992699,4243.44,0.5431439725918253
294,08101,159063,116857.0,126229.0,3222.0,1258.0,3055.0,65811.0,0.7279309825792805,0.7594661700806953,0.7734499205087441,0.7315875613747954,0.7522906504991567,17.252047,23.45079,11.597152,23.581337,23.478527,12.344684,106,133,17,66,4.0,1.3545840213644635,1.8244309633184728,0.9413248739544863,1.9493076006260313,1.8357642651920243,0.9925340026381436,6179.98,0.7346585943934164
295,08103,6666,573.0,6123.0,50.0,22.0,59.0,665.0,0.08900865588763678,0.04,0.045454545454545456,0.11864406779661017,0.06015037593984962,5.336246,0.0,0.0,0.0,23.595507,3.5650623,5,6,1,5,1.0,0.06881131312951277,0.0,0.0,0.0,0.419962036034112,0.03216919255835358,8342.18,0.08595859585958596
296,08105,11982,3572.0,9379.0,43.0,42.0,220.0,5086.0,0.30664249920034115,0.4883720930232558,0.5,0.26363636363636367,0.26976012583562725,17.128687,5.2631578,0.0,0.0,27.059628,10.56012,5,11,3,7,2.0,1.2784923914832351,0.4040830900044489,0.0,0.0,1.7861547138890157,0.7132446920479028,2361.97,0.29811383742280084
297,08107,23509,5678.0,22279.0,99.0,150.0,109.0,1600.0,0.2449391803940931,0.20202020202020202,0.3466666666666667,0.11009174311926606,0.14250000000000002,6.8574724,44.607841,2.6431718,0.0,17.304859,5.885498,26,78,9,12,3.0,0.6340648145025178,4.182903233791747,0.20442243009447061,0.0,0.7293419041936312,0.3210749578884683,6117.63,0.24152452252328896
298,08109,6108,2067.0,5024.0,14.0,47.0,114.0,2452.0,0.3716162420382166,0.2857142857142857,0.14893617021276595,0.3333333333333333,0.15905383360522024,24.429148,63.414635,14.285715,100.0,36.911644,13.957055,0,6,5,4,0.0,6.767382824612122,19.29101862223736,3.3412187763120955,12.191893435884573,10.07193953285309,1.817225854280376,8206.46,0.33840864440078583
299,08111,699,694.0,647.0,0.0,8.0,2.0,84.0,0.9922720247295209,,1.0,1.0,1.0,12.234042,,0.0,,0.0,15.032681,4,8,1,1,0.0,17.377011401941463,,,,0.0,21.505981402002863,1003.6,0.9928469241773963
300,08113,7359,719.0,6837.0,29.0,53.0,57.0,630.0,0.10209156062600556,0.0,0.03773584905660377,0.03508771929824561,0.044444444444444446,9.8044615,40.625,3.90625,0.0,31.372551,7.7724233,13,24,6,3,3.0,0.7810274185811616,3.3815488385091528,0.0,0.0,0.8975061256892743,0.2816478072201839,3332.31,0.0977034923223264
301,08115,2379,442.0,2194.0,8.0,17.0,10.0,289.0,0.18505013673655424,0.25,0.23529411764705882,0.1,0.17993079584775087,14.080071,0.0,0.0,,17.535545,11.779835,1,3,1,0,0.0,1.0996088589364592,0.0,0.0,,0.7370973097940311,0.8909437101745229,1419.42,0.18579234972677597
302,08117,27994,3820.0,25103.0,230.0,278.0,87.0,3989.0,0.14639684499860575,0.04782608695652174,0.06834532374100719,0.05747126436781609,0.0621709701679619,7.2638774,,14.285715,37.962963,12.093967,5.935164,47,120,10,13,1.0,0.3540804527617751,,0.2440629591434189,0.9268382497688352,0.24828733825557034,0.13181213973921607,1575.65,0.13645781238836893
303,08119,23350,7053.0,22008.0,110.0,165.0,212.0,1294.0,0.3032533624136678,0.20909090909090908,0.3757575757575758,0.21226415094339623,0.28902627511591966,7.6291127,56.296295,0.0,61.333336,6.9306931,7.3515825,16,15,4,11,2.0,0.39476090493770893,2.9245465953202148,0.0,3.94800268068263,0.25201502121126423,0.3639915214016926,1442.78,0.3020556745182013
304,08121,4814,2485.0,4588.0,30.0,11.0,7.0,407.0,0.5117698343504795,0.16666666666666666,0.5454545454545454,0.2857142857142857,0.5085995085995086,14.303851,0.0,55.0,,41.346153,11.551393,2,3,1,3,0.0,1.533794579849418,0.0,1.9041683977288466,,2.4539232595406255,1.2204056509014964,6521.67,0.5162027420024927
305,08123,252825,128120.0,209594.0,2473.0,3022.0,2817.0,71680.0,0.5048760937813105,0.5624747270521634,0.5512905360688286,0.4629037983670572,0.5303292410714286,13.932628,21.111629,20.401018,21.708378,26.384872,8.7209339,160,160,32,77,10.0,0.8936344817967333,1.3490763059514193,1.452395233843017,1.514739234781974,1.5458797151520447,0.5853808769380996,10326.91,0.5067536833778306
306,08125,10043,2300.0,8861.0,18.0,23.0,50.0,2088.0,0.24139487642478274,0.1111111111111111,0.17391304347826086,0.28,0.13697318007662834,9.7501774,0.0,,0.0,21.181479,7.0377479,2,13,4,4,0.0,0.8893514541856158,0.0,,0.0,2.3621683242059146,0.3839421330043266,6123.8,0.22901523449168576
307,09001,916829,557870.0,685900.0,99317.0,42284.0,2384.0,155025.0,0.6600597754774749,0.4273286547116808,0.5561678176142276,0.48028523489932884,0.4414126753749395,7.9577236,5.3886924,7.3642635,18.681639,18.302988,3.9843426,724,947,208,253,30.0,1.0985213680077859,0.8069407620150807,0.7139475838947562,2.3571966959531854,1.9943263327353695,0.3990032819082721,1618.46,0.6084776986766344
308,09003,894014,529031.0,647237.0,119191.0,37958.0,2387.0,136783.0,0.6429839456026154,0.46774504786435217,0.6027978291796195,0.45203183912861333,0.376494154975399,10.698858,28.57143,6.9101534,19.343281,29.327515,5.3616328,598,814,258,315,35.0,1.827046544493843,5.3016065347640025,0.9327650668456177,3.364939085261457,3.825777224932355,0.5825466266341363,1903.9,0.5917480039462469
309,09005,189927,77335.0,178268.0,2558.0,2908.0,404.0,8535.0,0.4024390243902439,0.49765441751368256,0.515130674002751,0.42574257425742573,0.45342706502636204,5.8432617,15.051021,11.133468,10.474861,12.436028,5.3073049,103,202,44,77,16.0,0.5512018758930879,1.40324019819168,1.2835840055793957,1.2500622718658523,1.2265767861721961,0.5575033044080584,2384.24,0.4071827596918816
310,09007,165676,97586.0,147823.0,7727.0,4247.0,253.0,7834.0,0.5837454252721159,0.6275397955221949,0.6675300211914292,0.525691699604743,0.6008424814909369,6.1112294,0.0,7.4503736,12.327155,18.02367,5.0375071,105,184,31,62,12.0,0.6735325607789289,0.0,0.874825464706697,1.5396987324040958,1.7728681594067068,0.5663415115119788,956.48,0.5890171177478934
311,09009,862477,594996.0,644744.0,109850.0,30263.0,2497.0,129743.0,0.7192994428796545,0.6006281292671826,0.644648580775204,0.6019223067681218,0.586829347248021,10.886803,17.908787,9.2420778,20.118567,28.621792,5.8299217,675,766,207,318,28.0,1.8025599231536407,3.0917097684139208,1.332287983572944,3.1127403657171575,4.1348530782233235,0.8211024910387653,1565.67,0.6898688312847763
312,09011,274055,162578.0,225213.0,16025.0,11383.0,2505.0,23214.0,0.5875548924795638,0.6396255850234009,0.6221558464376702,0.5688622754491018,0.6029551132937021,7.2064281,18.668327,4.3182874,17.767199,18.603926,5.6058969,202,268,39,114,19.0,0.608374471084487,1.5609202812102505,0.3930648850648339,1.5730590668814273,1.5060473094423439,0.4810131682240434,1722.03,0.5932312856908285
313,09013,152691,73262.0,137125.0,5011.0,5134.0,264.0,6602.0,0.46329990884229716,0.7461584514069048,0.5083755356447215,0.44696969696969696,0.6172372008482279,6.4096289,0.0,11.019202,19.910788,12.81108,5.7733755,64,97,16,55,10.0,0.3222587810989857,0.0,0.861564409172498,1.0606684102778545,0.6000264110345255,0.3734121469441671,1062.44,0.4798056205015358
314,09015,118428,35454.0,106100.0,2617.0,1388.0,562.0,11351.0,0.29520263901979266,0.42491402369124953,0.43515850144092216,0.2473309608540925,0.29768302352215664,11.424478,0.0,5.6790123,30.386417,31.640356,8.6696548,64,84,24,42,7.0,0.6931130210458599,0.0,0.48902461586484897,2.679685416127057,1.5859032629943361,0.5230132847821215,1328.43,0.29937177018948224
315,10001,162310,75721.0,109999.0,38913.0,3306.0,1043.0,9346.0,0.4232038473077028,0.5702207488499987,0.6218995765275257,0.4899328859060403,0.47667451316071047,12.489923,7.93854,9.6498718,22.640448,21.389923,8.8345661,92,88,28,55,4.0,1.0051793952645838,0.5795661312314123,0.9492428037389536,2.4289469574309472,1.807834068951658,0.7264737222087442,1518.2,0.4665208551537182
316,10003,538479,342234.0,352955.0,127786.0,23300.0,1574.0,46921.0,0.6390219716394441,0.6393736403048847,0.6462660944206009,0.5997458703939009,0.5578312482683659,10.252205,39.521801,7.7624135,17.129208,23.378439,6.0931315,411,422,97,173,16.0,1.173747356417255,4.549414224478373,0.8940348833910658,1.9941215096666292,2.525723116242332,0.6122747546316667,1104.09,0.635556818371747
317,10005,197145,79129.0,155663.0,25115.0,1943.0,1564.0,16954.0,0.4222262194612721,0.3327891698188334,0.4040144107050952,0.3241687979539642,0.2805237702017223,11.682497,6.3040791,5.6783919,23.850307,23.836535,8.2339315,162,289,47,87,17.0,1.1178864177305294,0.6345691334913768,0.4505122845440079,2.2972217565944284,1.842156089283862,0.5506669450112759,2424.44,0.4013746227396079
318,11001,601723,196290.0,231471.0,305125.0,21056.0,2079.0,54749.0,0.23844023657391206,0.41505612453912333,0.20084536474164133,0.29292929292929293,0.208716140934081,18.458422,18.27957,14.355723,25.925243,13.83615,7.9415889,877,881,186,201,58.0,1.8612832356973144,1.347292373933032,1.8418244277195837,1.609537060842326,1.2528364984613125,0.5123653717496018,158.12,0.32621322435738703
319,12001,247336,131295.0,172156.0,50282.0,13235.0,772.0,20752.0,0.5250354329793908,0.530030627262241,0.5908575746127692,0.45466321243523317,0.574932536622976,23.588108,21.145374,30.762287,30.515728,37.178265,19.370811,197,211,43,122,8.0,2.176882984597079,1.9301235385259305,2.834658253586767,3.134639957166719,2.938732510025799,1.936180372857136,2266.29,0.5308365947536954
320,12003,27115,17383.0,22686.0,3680.0,132.0,76.0,520.0,0.6492109671162831,0.5842391304347826,0.8333333333333334,0.5263157894736842,0.7250000000000001,17.031155,0.0,25.352112,32.168358,47.334755,14.235812,15,12,6,18,0.0,2.4160218880327125,0.0,3.277528128983637,5.931838096994284,5.512748430175567,2.283820106951872,1515.74,0.6410842706988752
321,12005,168852,101112.0,138731.0,18180.0,3353.0,1153.0,8107.0,0.5873020449647159,0.6787128712871286,0.682075753056964,0.5446660884648742,0.5767854940175158,12.368439,27.210886,20.497881,22.324575,11.678732,10.827612,152,194,29,120,5.0,1.27204704103969,2.744706967047776,2.389388899127902,2.615216212062922,1.0924908738031955,1.0726024954223197,1964.4,0.5988202686376235
