507300.393992545,106025.669804516
508517.18274611,110237.717444965
508517.18274611,110237.717444965
509053.316935779,108527.501454073
508685.648871402,111315.589402931
506317.511578666,109835.340159607
509061.586702866,108394.194676814
508818.766279083,108471.641234636
508818.766279083,108471.641234636
508527.015111957,108860.109571401
508767.214455426,110782.421446093
508470.217055906,108993.355878133
509050.524727174,110605.038520443
509050.524727174,110605.038520443
509498.166986842,108616.992545384
509343.12492953,109572.22173125
507854.568384341,109692.529487921
507854.568384341,109692.529487921
507891.496409521,112692.236866627
508394.706829233,111159.682096481
507956.377108766,112525.664885853
509295.095627252,109205.530488783
509181.992008486,109094.276988556
508996.164445921,108916.268906962
509222.501753309,109049.892985329
508298.582148844,103838.201894187
508298.582148844,103838.201894187
510273.219276515,120261.342385524
505952.293731448,111212.628712369
509263.042585598,108983.289600233
509158.0247389,108872.047676997
509190.324301379,108916.53099551
509190.324301379,108916.53099551
507899.738386277,112558.927826484
509270.612609686,109361.034508138
509158.070048723,108838.718242695
508274.157639547,103949.269306604
507998.776612051,104048.924887196
495684.598334939,116021.966946265
496480.765220663,123998.489639246
498031.233188688,126286.535033301
498474.689456022,124775.445258539
498474.689456022,124775.445258539
498410.090508747,124642.139200812
498490.888833964,125030.973723865
498498.964418544,125053.192100323
498862.157510124,125153.111445478
498490.896340478,125064.304007993
498523.168813307,125019.856436795
498482.702516934,124519.911409554
498555.444109431,124986.519117754
499047.771769726,125108.642108047
499515.884030442,125419.674682968
499096.199346127,125141.965688828
499136.553144025,125153.070463027
496012.333531506,123554.348855272
499419.028874243,125264.140985372
499685.375742552,125819.628345041
491869.111845363,121836.032172479
499572.377839425,125464.111243789
491739.934171055,121847.300035569
497342.236146975,118398.638171774
498611.94563742,125019.837458502
494260.169231411,123022.336417144
502437.149001078,125764.513504792
502437.149001078,125764.513504792
491133.396413634,121125.920846999
499661.167333784,125830.739635025
499193.054392369,125219.724002834
490486.709699261,120660.18462316
498700.733233153,125075.370129648
499314.102122419,125141.939835093
497828.983888246,124675.632519964
499467.449063599,125241.916763674
498611.980160131,125186.488893718
498603.879646775,125042.059324037
498741.09017544,125097.582617166
498773.376350204,125119.796821043
497748.258606023,124631.218799813
497748.258606023,124631.218799813
496609.942931663,124053.97346847
497948.160919151,118498.415513817
496067.635330458,121498.956126094
487207.064478965,158029.871249232
486723.994830565,157419.731218513
486723.994830565,157419.731218513
486741.212689988,157997.45393422
487359.797487544,158107.353448153
487263.237259326,158007.541714377
487263.237259326,158007.541714377
487133.839302653,157541.141507347
488202.584601651,157861.365266738
486718.277263728,158575.257504886
486885.372032172,157797.174439014
485998.100693051,159776.699439111
487395.751477063,155896.256216585
487395.751477063,155896.256216585
489957.276869343,160458.385140704
511034.45605035,148304.918841258
511227.60822854,148227.468224713
511078.09680635,155893.532460439
506889.417208698,151321.403230813
509822.986218742,151747.293175188
510801.204377354,148315.646634197
523631.363311397,147693.317478165
525045.883026957,145854.124602897
524997.526299095,145876.164135069
525009.802506044,149031.635208927
519190.115386154,153712.106731453
520977.872817422,147428.879975232
521486.513368129,154308.006613802
521567.649677475,146630.801754754
521625.802364636,146064.350288217
530890.511608607,164111.611655294
518740.860533559,144877.887280203
522916.08064496,184579.183797602
517329.835320677,176662.06768505
515249.027114319,179545.810708628
519118.980939091,175522.57004814
501677.73585493,161139.853485039
500699.146549198,154451.054645209
501694.831555341,157062.233268988
502024.032407194,157417.866668678
502569.223342598,159873.51711285
510658.863933771,166803.614419217
510148.573426593,164847.304377148
508376.116062898,170766.914786372
505331.99003934,178574.771491987
502611.896689404,173784.293533644
533138.7986536,184522.736718297
532785.968634729,184698.751564468
533566.405459644,182235.95291993
519003.460825609,157155.894165918
522072.611123475,154454.368344813
525955.020618676,164357.086236616
522577.238142038,154922.716260459
521598.104328638,154586.136921728
519190.442568321,156378.679962638
530353.625359073,176175.814237588
516102.355642259,177570.064609713
515249.027114319,179545.810708628
496326.413085358,180373.629692574
496958.327915229,179562.20001319
494156.957237464,179852.976683069
489958.541574193,177124.717668532
496678.48459342,180195.665637513
452735.75670081,217767.347256634
496678.462180605,180151.221384418
496830.269581649,179595.593550624
492275.647690905,179599.359382609
496116.851294448,177884.874979801
496270.563625102,180684.771127681
509757.844522829,248650.069272113
512785.386389126,243643.729756296
509671.788445428,247938.753305725
