Label,Type,Symbol,Description,Name on GPS,Comment,Latitude,Longitude,Elevation,Distance to Active Point,Bearing
,,City (Small),,,,44.4201910,-72.0104990,,0000.0000,0000.0000
,,City (Small),,,,44.4201910,-72.0104990,,0000.0000,0000.0000
,,City (Small),,,,44.4165910,-72.0163990,,0000.0000,0000.0000
,,City (Small),,,,44.4201910,-72.0100990,,0000.0000,0000.0000
,,City (Small),,,,44.4205910,-72.0100990,,0000.0000,0000.0000
,,City (Small),,,,44.4205910,-72.0100990,,0000.0000,0000.0000
,,City (Small),,,,44.4175910,-72.0167990,,0000.0000,0000.0000
,,City (Small),,,,44.4180910,-72.0154990,,0000.0000,0000.0000
,,City (Small),,,,44.4180910,-72.0153990,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.0078990,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.0078990,,0000.0000,0000.0000
,,City (Small),,,,44.4182910,-72.0153990,,0000.0000,0000.0000
,,City (Small),,,,44.4182910,-72.0153990,,0000.0000,0000.0000
,,City (Small),,,,44.4289910,-72.0168990,,0000.0000,0000.0000
,,City (Small),,,,44.4248910,-72.0212990,,0000.0000,0000.0000
,,City (Small),,,,44.4187910,-72.0152990,,0000.0000,0000.0000
,,City (Small),,,,44.4187910,-72.0152990,,0000.0000,0000.0000
,,City (Small),,,,44.4217910,-72.0212990,,0000.0000,0000.0000
,,City (Small),,,,44.4188910,-72.0172990,,0000.0000,0000.0000
,,City (Small),,,,44.4293910,-71.9626990,,0000.0000,0000.0000
,,City (Small),,,,44.4193910,-72.0159990,,0000.0000,0000.0000
,,City (Small),,,,44.4195910,-72.0149990,,0000.0000,0000.0000
,,City (Small),,,,44.4209910,-72.0148990,,0000.0000,0000.0000
,,City (Small),,,,44.4204910,-72.0156990,,0000.0000,0000.0000
,,City (Small),,,,44.4207910,-72.0041990,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.0033990,,0000.0000,0000.0000
,,City (Small),,,,44.3714910,-72.0579990,,0000.0000,0000.0000
,,City (Small),,,,44.4218910,-72.0146990,,0000.0000,0000.0000
,,City (Small),,,,44.4227910,-72.0145990,,0000.0000,0000.0000
,,City (Small),,,,44.4214910,-72.0253990,,0000.0000,0000.0000
,,City (Small),,,,44.4196910,-72.0189990,,0000.0000,0000.0000
,,City (Small),,,,44.4215910,-72.0006990,,0000.0000,0000.0000
,,City (Small),,,,44.4445910,-72.0166990,,0000.0000,0000.0000
,,City (Small),,,,44.4458910,-72.0153990,,0000.0000,0000.0000
,,City (Small),,,,44.4183910,-72.0176990,,0000.0000,0000.0000
,,City (Small),,,,44.4181910,-72.0177990,,0000.0000,0000.0000
,,City (Small),,,,44.4243910,-72.0140990,,0000.0000,0000.0000
,,City (Small),,,,44.4463910,-72.0162990,,0000.0000,0000.0000
,,City (Small),,,,44.4203910,-72.0098990,,0000.0000,0000.0000
,,City (Small),,,,44.4605910,-72.0135990,,0000.0000,0000.0000
,,City (Small),,,,44.4537910,-72.0234990,,0000.0000,0000.0000
,,City (Small),,,,44.6653909,-72.0237989,,0000.0000,0000.0000
,,City (Small),,,,44.6337909,-72.0277989,,0000.0000,0000.0000
,,City (Small),,,,44.4527910,-72.2192989,,0000.0000,0000.0000
,,City (Small),,,,44.5043910,-72.1995989,,0000.0000,0000.0000
,,City (Small),,,,44.4017910,-71.9263990,,0000.0000,0000.0000
,,City (Small),,,,44.4017910,-71.9263990,,0000.0000,0000.0000
,,City (Small),,,,44.4025910,-71.9274990,,0000.0000,0000.0000
,,City (Small),,,,44.3548910,-71.9071990,,0000.0000,0000.0000
,,City (Small),,,,44.3661910,-71.8832990,,0000.0000,0000.0000
,,City (Small),,,,44.6450909,-71.9787990,,0000.0000,0000.0000
,,City (Small),,,,44.7653909,-71.9434990,,0000.0000,0000.0000
,,City (Small),,,,44.5880910,-72.0859989,,0000.0000,0000.0000
,,City (Small),,,,44.5818910,-72.0871989,,0000.0000,0000.0000
,,City (Small),,,,44.3653910,-73.2318986,,0000.0000,0000.0000
,,City (Small),,,,44.3737910,-72.8768987,,0000.0000,0000.0000
,,City (Small),,,,44.4211910,-72.8493987,,0000.0000,0000.0000
,,City (Small),,,,44.4432910,-72.9056987,,0000.0000,0000.0000
,,City (Small),,,,44.4180910,-72.8535987,,0000.0000,0000.0000
,,City (Small),,,,44.4209910,-72.8502987,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.8492987,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.8492987,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.8492987,,0000.0000,0000.0000
,,City (Small),,,,44.4208910,-72.8492987,,0000.0000,0000.0000
,,City (Small),,,,44.4185910,-72.8538987,,0000.0000,0000.0000
,,City (Small),,,,44.4769910,-73.2225986,,0000.0000,0000.0000
,,City (Small),,,,44.4769910,-73.2225986,,0000.0000,0000.0000
,,City (Small),,,,44.4660910,-73.2140986,,0000.0000,0000.0000
,,City (Small),,,,44.4747910,-73.2209986,,0000.0000,0000.0000
,,City (Small),,,,44.4747910,-73.2209986,,0000.0000,0000.0000
,,City (Small),,,,44.4747910,-73.2209986,,0000.0000,0000.0000
,,City (Small),,,,44.4765910,-73.2145986,,0000.0000,0000.0000
,,City (Small),,,,44.4765910,-73.2145986,,0000.0000,0000.0000
,,City (Small),,,,44.3384910,-72.7550987,,0000.0000,0000.0000
,,City (Small),,,,44.4953910,-73.2375986,,0000.0000,0000.0000
,,City (Small),,,,44.4879910,-73.1863986,,0000.0000,0000.0000
,,City (Small),,,,44.4846910,-73.2179986,,0000.0000,0000.0000
,,City (Small),,,,44.4774910,-73.2127986,,0000.0000,0000.0000
,,City (Small),,,,44.4680910,-73.2032986,,0000.0000,0000.0000
,,City (Small),,,,44.4774910,-73.2127986,,0000.0000,0000.0000
,,City (Small),,,,44.4623910,-73.2082986,,0000.0000,0000.0000
,,City (Small),,,,44.5206910,-73.2653985,,0000.0000,0000.0000
,,City (Small),,,,44.4659910,-73.1805986,,0000.0000,0000.0000
,,City (Small),,,,44.4839910,-73.2051986,,0000.0000,0000.0000
,,City (Small),,,,44.4796910,-73.1944986,,0000.0000,0000.0000
,,City (Small),,,,44.4796910,-73.1944986,,0000.0000,0000.0000
,,City (Small),,,,44.4796910,-73.1944986,,0000.0000,0000.0000
,,City (Small),,,,44.4796910,-73.1944986,,0000.0000,0000.0000
,,City (Small),,,,44.4790910,-73.2199986,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.2454985,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.2454985,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.2454985,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.2454985,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.2454985,,0000.0000,0000.0000
,,City (Small),,,,44.5069910,-73.2444985,,0000.0000,0000.0000
,,City (Small),,,,44.5069910,-73.2444985,,0000.0000,0000.0000
,,City (Small),,,,44.5069910,-73.2444985,,0000.0000,0000.0000
,,City (Small),,,,44.4690910,-73.1995986,,0000.0000,0000.0000
,,City (Small),,,,44.4952910,-73.2354986,,0000.0000,0000.0000
,,City (Small),,,,44.4805910,-73.1997986,,0000.0000,0000.0000
,,City (Small),,,,44.3178910,-73.2044986,,0000.0000,0000.0000
,,City (Small),,,,44.3190910,-73.1884986,,0000.0000,0000.0000
,,City (Small),,,,44.3109910,-73.2513986,,0000.0000,0000.0000
,,City (Small),,,,44.3107910,-73.2529986,,0000.0000,0000.0000
,,City (Small),,,,44.2764910,-73.2340986,,0000.0000,0000.0000
,,City (Small),,,,44.2991910,-73.2554986,,0000.0000,0000.0000
,,City (Small),,,,44.3151910,-73.2263986,,0000.0000,0000.0000
,,City (Small),,,,44.2743910,-73.2356986,,0000.0000,0000.0000
,,City (Small),,,,44.2704910,-73.2336986,,0000.0000,0000.0000
,,City (Small),,,,44.3189910,-73.1876986,,0000.0000,0000.0000
,,City (Small),,,,44.3112910,-73.2488986,,0000.0000,0000.0000
,,City (Small),,,,44.3097910,-73.2609986,,0000.0000,0000.0000
,,City (Small),,,,44.3084910,-73.2501986,,0000.0000,0000.0000
,,City (Small),,,,44.5025910,-73.1824986,,0000.0000,0000.0000
,,City (Small),,,,44.4929910,-73.1658986,,0000.0000,0000.0000
,,City (Small),,,,44.5505910,-73.1961986,,0000.0000,0000.0000
,,City (Small),,,,44.5516910,-73.2343985,,0000.0000,0000.0000
,,City (Small),,,,44.5317910,-73.1368986,,0000.0000,0000.0000
,,City (Small),,,,44.5493910,-73.1635986,,0000.0000,0000.0000
,,City (Small),,,,44.5377910,-73.2474985,,0000.0000,0000.0000
,,City (Small),,,,44.5372910,-73.2500985,,0000.0000,0000.0000
,,City (Small),,,,44.5372910,-73.2500985,,0000.0000,0000.0000
,,City (Small),,,,44.6045910,-73.2244985,,0000.0000,0000.0000
,,City (Small),,,,44.5461910,-73.1487986,,0000.0000,0000.0000
,,City (Small),,,,44.5463910,-73.2725985,,0000.0000,0000.0000
,,City (Small),,,,44.5439910,-73.2138986,,0000.0000,0000.0000
,,City (Small),,,,44.5439910,-73.2138986,,0000.0000,0000.0000
,,City (Small),,,,44.5345910,-73.2486985,,0000.0000,0000.0000
,,City (Small),,,,44.5078910,-73.1485986,,0000.0000,0000.0000
,,City (Small),,,,44.5078910,-73.1485986,,0000.0000,0000.0000
,,City (Small),,,,44.5967910,-73.1697986,,0000.0000,0000.0000
,,City (Small),,,,44.5044910,-73.1811986,,0000.0000,0000.0000
,,City (Small),,,,44.5382910,-73.2496985,,0000.0000,0000.0000
,,City (Small),,,,44.5382910,-73.2496985,,0000.0000,0000.0000
,,City (Small),,,,44.5382910,-73.2496985,,0000.0000,0000.0000
,,City (Small),,,,44.5454910,-73.2697985,,0000.0000,0000.0000
,,City (Small),,,,44.5289910,-73.1716986,,0000.0000,0000.0000
,,City (Small),,,,44.5066910,-73.1757986,,0000.0000,0000.0000
,,City (Small),,,,44.5041910,-73.1742986,,0000.0000,0000.0000
,,City (Small),,,,44.5364910,-73.2473985,,0000.0000,0000.0000
,,City (Small),,,,44.5086910,-73.1862986,,0000.0000,0000.0000
,,City (Small),,,,44.5454910,-73.2104986,,0000.0000,0000.0000
,,City (Small),,,,44.5454910,-73.2104986,,0000.0000,0000.0000
,,City (Small),,,,44.5276910,-73.2015986,,0000.0000,0000.0000
,,City (Small),,,,44.5276910,-73.2015986,,0000.0000,0000.0000
,,City (Small),,,,44.4932910,-73.1704986,,0000.0000,0000.0000
,,City (Small),,,,44.5453910,-73.2098986,,0000.0000,0000.0000
,,City (Small),,,,44.5466910,-73.2503985,,0000.0000,0000.0000
,,City (Small),,,,44.5039910,-73.1810986,,0000.0000,0000.0000
,,City (Small),,,,44.5480910,-73.1644986,,0000.0000,0000.0000
,,City (Small),,,,44.5480910,-73.1644986,,0000.0000,0000.0000
,,City (Small),,,,44.5514910,-73.1804986,,0000.0000,0000.0000
,,City (Small),,,,44.5511910,-73.1633986,,0000.0000,0000.0000
,,City (Small),,,,44.5061910,-73.1799986,,0000.0000,0000.0000
,,City (Small),,,,44.5089910,-73.1752986,,0000.0000,0000.0000
,,City (Small),,,,44.5442910,-73.2269986,,0000.0000,0000.0000
,,City (Small),,,,44.5078910,-73.1792986,,0000.0000,0000.0000
,,City (Small),,,,44.5477910,-73.1573986,,0000.0000,0000.0000
,,City (Small),,,,44.5996910,-73.1983986,,0000.0000,0000.0000
,,City (Small),,,,44.5064910,-73.1791986,,0000.0000,0000.0000
,,City (Small),,,,44.5032910,-73.1808986,,0000.0000,0000.0000
,,City (Small),,,,44.5009910,-73.1533986,,0000.0000,0000.0000
,,City (Small),,,,44.5035910,-73.1825986,,0000.0000,0000.0000
,,City (Small),,,,44.5451910,-73.1351986,,0000.0000,0000.0000
,,City (Small),,,,44.5440910,-73.2498985,,0000.0000,0000.0000
,,City (Small),,,,44.5071910,-73.1453986,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5356910,-73.2476985,,0000.0000,0000.0000
,,City (Small),,,,44.5111910,-73.1780986,,0000.0000,0000.0000
,,City (Small),,,,44.5410910,-73.2555985,,0000.0000,0000.0000
,,City (Small),,,,44.6030910,-73.1872986,,0000.0000,0000.0000
,,City (Small),,,,44.5870910,-72.7806987,,0000.0000,0000.0000
,,City (Small),,,,44.5408910,-73.2559985,,0000.0000,0000.0000
,,City (Small),,,,44.5025910,-73.1822986,,0000.0000,0000.0000
,,City (Small),,,,44.5130910,-73.1833986,,0000.0000,0000.0000
,,City (Small),,,,44.5876910,-73.1668986,,0000.0000,0000.0000
,,City (Small),,,,44.5339910,-73.2399985,,0000.0000,0000.0000
,,City (Small),,,,44.5089910,-73.1808986,,0000.0000,0000.0000
,,City (Small),,,,44.5032910,-73.1815986,,0000.0000,0000.0000
,,City (Small),,,,44.5398910,-73.1744986,,0000.0000,0000.0000
,,City (Small),,,,44.5142910,-73.1806986,,0000.0000,0000.0000
,,City (Small),,,,44.5077910,-73.1472986,,0000.0000,0000.0000
,,City (Small),,,,44.5078910,-73.1792986,,0000.0000,0000.0000
,,City (Small),,,,44.5502910,-73.2293985,,0000.0000,0000.0000
,,City (Small),,,,44.4977910,-73.1585986,,0000.0000,0000.0000
,,City (Small),,,,44.5353910,-73.2484985,,0000.0000,0000.0000
,,City (Small),,,,44.5508910,-73.2293985,,0000.0000,0000.0000
,,City (Small),,,,44.5328910,-73.1335986,,0000.0000,0000.0000
,,City (Small),,,,44.4978910,-73.1581986,,0000.0000,0000.0000
,,City (Small),,,,44.5035910,-73.1796986,,0000.0000,0000.0000
,,City (Small),,,,44.5042910,-73.1800986,,0000.0000,0000.0000
,,City (Small),,,,44.5042910,-73.1800986,,0000.0000,0000.0000
,,City (Small),,,,44.4983910,-73.1567986,,0000.0000,0000.0000
,,City (Small),,,,44.5442910,-73.2145986,,0000.0000,0000.0000
,,City (Small),,,,44.5162910,-73.1794986,,0000.0000,0000.0000
,,City (Small),,,,44.5162910,-73.1794986,,0000.0000,0000.0000
,,City (Small),,,,44.5639910,-73.2340985,,0000.0000,0000.0000
,,City (Small),,,,44.4964910,-73.1580986,,0000.0000,0000.0000
,,City (Small),,,,44.5386910,-73.2076986,,0000.0000,0000.0000
,,City (Small),,,,44.5404910,-73.2097986,,0000.0000,0000.0000
,,City (Small),,,,44.5489910,-73.1600986,,0000.0000,0000.0000
,,City (Small),,,,44.5398910,-73.2137986,,0000.0000,0000.0000
,,City (Small),,,,44.5378910,-73.2511985,,0000.0000,0000.0000
,,City (Small),,,,44.5130910,-73.0557986,,0000.0000,0000.0000
,,City (Small),,,,44.5082910,-73.1338986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.1338986,,0000.0000,0000.0000
,,City (Small),,,,44.4862910,-73.0515986,,0000.0000,0000.0000
,,City (Small),,,,44.5083910,-72.9669986,,0000.0000,0000.0000
,,City (Small),,,,44.5061910,-73.1445986,,0000.0000,0000.0000
,,City (Small),,,,44.4954910,-73.1206986,,0000.0000,0000.0000
,,City (Small),,,,44.4869910,-73.0987986,,0000.0000,0000.0000
,,City (Small),,,,44.4951910,-73.1226986,,0000.0000,0000.0000
,,City (Small),,,,44.5114910,-73.0622986,,0000.0000,0000.0000
,,City (Small),,,,44.4756910,-73.2126986,,0000.0000,0000.0000
,,City (Small),,,,44.5030910,-73.0317986,,0000.0000,0000.0000
,,City (Small),,,,44.4969910,-73.1249986,,0000.0000,0000.0000
,,City (Small),,,,44.4902910,-73.1092986,,0000.0000,0000.0000
,,City (Small),,,,44.4893910,-73.1121986,,0000.0000,0000.0000
,,City (Small),,,,44.3106910,-73.2555986,,0000.0000,0000.0000
,,City (Small),,,,44.4901910,-73.1292986,,0000.0000,0000.0000
,,City (Small),,,,44.5014910,-73.0415986,,0000.0000,0000.0000
,,City (Small),,,,44.4972910,-73.1084986,,0000.0000,0000.0000
,,City (Small),,,,44.4981910,-73.1099986,,0000.0000,0000.0000
,,City (Small),,,,44.4974910,-73.1082986,,0000.0000,0000.0000
,,City (Small),,,,44.4897910,-73.1212986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.4823910,-73.1918986,,0000.0000,0000.0000
,,City (Small),,,,44.5070910,-73.1355986,,0000.0000,0000.0000
,,City (Small),,,,44.5021910,-73.1446986,,0000.0000,0000.0000
,,City (Small),,,,44.4829910,-73.1213986,,0000.0000,0000.0000
,,City (Small),,,,44.5283910,-72.9968986,,0000.0000,0000.0000
,,City (Small),,,,44.4938910,-73.0823986,,0000.0000,0000.0000
,,City (Small),,,,44.5072910,-73.1349986,,0000.0000,0000.0000
,,City (Small),,,,44.4856910,-73.0662986,,0000.0000,0000.0000
,,City (Small),,,,44.8539909,-72.9904986,,0000.0000,0000.0000
,,City (Small),,,,44.5002910,-73.0481986,,0000.0000,0000.0000
,,City (Small),,,,44.5003910,-73.0553986,,0000.0000,0000.0000
,,City (Small),,,,44.5547910,-73.0686986,,0000.0000,0000.0000
,,City (Small),,,,44.4885910,-73.1268986,,0000.0000,0000.0000
,,City (Small),,,,44.4841910,-73.1215986,,0000.0000,0000.0000
,,City (Small),,,,44.5029910,-73.0838986,,0000.0000,0000.0000
,,City (Small),,,,44.5085910,-73.0847986,,0000.0000,0000.0000
,,City (Small),,,,44.5085910,-73.0847986,,0000.0000,0000.0000
,,City (Small),,,,44.4901910,-73.1113986,,0000.0000,0000.0000
,,City (Small),,,,44.5039910,-73.0527986,,0000.0000,0000.0000
,,City (Small),,,,44.4835910,-73.0836986,,0000.0000,0000.0000
,,City (Small),,,,44.5080910,-73.0842986,,0000.0000,0000.0000
,,City (Small),,,,44.5048910,-73.0884986,,0000.0000,0000.0000
,,City (Small),,,,44.5117910,-73.0272986,,0000.0000,0000.0000
,,City (Small),,,,44.4638910,-73.1058986,,0000.0000,0000.0000
,,City (Small),,,,44.5077910,-73.1384986,,0000.0000,0000.0000
,,City (Small),,,,44.5015910,-73.0784986,,0000.0000,0000.0000
,,City (Small),,,,44.4478910,-73.1008986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0864986,,0000.0000,0000.0000
,,City (Small),,,,44.4864910,-73.1021986,,0000.0000,0000.0000
,,City (Small),,,,44.4850910,-73.0680986,,0000.0000,0000.0000
,,City (Small),,,,44.4826910,-73.1567986,,0000.0000,0000.0000
,,City (Small),,,,44.5118910,-73.0657986,,0000.0000,0000.0000
,,City (Small),,,,44.5117910,-73.0660986,,0000.0000,0000.0000
,,City (Small),,,,44.5266910,-72.9924986,,0000.0000,0000.0000
,,City (Small),,,,44.4950910,-73.1197986,,0000.0000,0000.0000
,,City (Small),,,,44.4951910,-73.1199986,,0000.0000,0000.0000
,,City (Small),,,,44.4947910,-73.1134986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.1338986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.1338986,,0000.0000,0000.0000
,,City (Small),,,,44.5065910,-73.1333986,,0000.0000,0000.0000
,,City (Small),,,,44.5095910,-73.1341986,,0000.0000,0000.0000
,,City (Small),,,,44.4911910,-73.1101986,,0000.0000,0000.0000
,,City (Small),,,,44.4836910,-73.1070986,,0000.0000,0000.0000
,,City (Small),,,,44.4952910,-73.1204986,,0000.0000,0000.0000
,,City (Small),,,,44.4948910,-73.1222986,,0000.0000,0000.0000
,,City (Small),,,,44.4887910,-73.1253986,,0000.0000,0000.0000
,,City (Small),,,,44.4917910,-73.1101986,,0000.0000,0000.0000
,,City (Small),,,,44.4957910,-73.1237986,,0000.0000,0000.0000
,,City (Small),,,,44.4887910,-73.1161986,,0000.0000,0000.0000
,,City (Small),,,,44.4875910,-73.1251986,,0000.0000,0000.0000
,,City (Small),,,,44.4960910,-73.1244986,,0000.0000,0000.0000
,,City (Small),,,,44.5030910,-73.0317986,,0000.0000,0000.0000
,,City (Small),,,,44.4983910,-73.1276986,,0000.0000,0000.0000
,,City (Small),,,,44.4912910,-73.1100986,,0000.0000,0000.0000
,,City (Small),,,,44.4902910,-73.1092986,,0000.0000,0000.0000
,,City (Small),,,,44.4988910,-73.1281986,,0000.0000,0000.0000
,,City (Small),,,,44.5242910,-73.0345986,,0000.0000,0000.0000
,,City (Small),,,,44.4781910,-73.0590986,,0000.0000,0000.0000
,,City (Small),,,,44.4893910,-73.1122986,,0000.0000,0000.0000
,,City (Small),,,,44.5020910,-73.0198986,,0000.0000,0000.0000
,,City (Small),,,,44.5079910,-73.0856986,,0000.0000,0000.0000
,,City (Small),,,,44.4901910,-73.1108986,,0000.0000,0000.0000
,,City (Small),,,,44.5063910,-73.1361986,,0000.0000,0000.0000
,,City (Small),,,,44.5011910,-73.1321986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.5073910,-73.0824986,,0000.0000,0000.0000
,,City (Small),,,,44.5062910,-73.0806986,,0000.0000,0000.0000
,,City (Small),,,,44.4871910,-73.0541986,,0000.0000,0000.0000
,,City (Small),,,,44.5354910,-73.1134986,,0000.0000,0000.0000
,,City (Small),,,,44.4976910,-73.1037986,,0000.0000,0000.0000
,,City (Small),,,,44.5142910,-73.1352986,,0000.0000,0000.0000
,,City (Small),,,,44.4885910,-73.1118986,,0000.0000,0000.0000
,,City (Small),,,,44.4885910,-73.1118986,,0000.0000,0000.0000
,,City (Small),,,,44.4914910,-73.1088986,,0000.0000,0000.0000
,,City (Small),,,,44.4914910,-73.1088986,,0000.0000,0000.0000
,,City (Small),,,,44.4908910,-73.1029986,,0000.0000,0000.0000
,,City (Small),,,,44.4878910,-73.1123986,,0000.0000,0000.0000
,,City (Small),,,,44.4877910,-73.1129986,,0000.0000,0000.0000
,,City (Small),,,,44.4837910,-73.0847986,,0000.0000,0000.0000
,,City (Small),,,,44.5085910,-73.0847986,,0000.0000,0000.0000
,,City (Small),,,,44.4928910,-73.1106986,,0000.0000,0000.0000
,,City (Small),,,,44.4918910,-73.1103986,,0000.0000,0000.0000
,,City (Small),,,,44.4899910,-73.1110986,,0000.0000,0000.0000
,,City (Small),,,,44.4860910,-73.1150986,,0000.0000,0000.0000
,,City (Small),,,,44.4894910,-73.0883986,,0000.0000,0000.0000
,,City (Small),,,,44.4799910,-73.1279986,,0000.0000,0000.0000
,,City (Small),,,,44.5090910,-73.1325986,,0000.0000,0000.0000
,,City (Small),,,,44.4927910,-73.1173986,,0000.0000,0000.0000
,,City (Small),,,,44.4925910,-73.1180986,,0000.0000,0000.0000
,,City (Small),,,,44.4909910,-73.1101986,,0000.0000,0000.0000
,,City (Small),,,,44.4927910,-73.1184986,,0000.0000,0000.0000
,,City (Small),,,,44.5051910,-73.1351986,,0000.0000,0000.0000
,,City (Small),,,,44.5109910,-73.1250986,,0000.0000,0000.0000
,,City (Small),,,,44.5082910,-73.0879986,,0000.0000,0000.0000
,,City (Small),,,,44.4946910,-73.1180986,,0000.0000,0000.0000
,,City (Small),,,,44.5109910,-73.0688986,,0000.0000,0000.0000
,,City (Small),,,,44.4948910,-73.1191986,,0000.0000,0000.0000
,,City (Small),,,,44.5060910,-73.1308986,,0000.0000,0000.0000
,,City (Small),,,,44.4920910,-73.0573986,,0000.0000,0000.0000
,,City (Small),,,,44.4898910,-73.1118986,,0000.0000,0000.0000
,,City (Small),,,,44.5117910,-73.0660986,,0000.0000,0000.0000
,,City (Small),,,,44.4952910,-73.1201986,,0000.0000,0000.0000
,,City (Small),,,,44.4964910,-73.1231986,,0000.0000,0000.0000
,,City (Small),,,,44.3346910,-73.1128986,,0000.0000,0000.0000
,,City (Small),,,,44.3295910,-73.1102986,,0000.0000,0000.0000
,,City (Small),,,,44.3269910,-73.1096986,,0000.0000,0000.0000
,,City (Small),,,,44.3262910,-73.1081986,,0000.0000,0000.0000
,,City (Small),,,,44.3269910,-73.1063986,,0000.0000,0000.0000
,,City (Small),,,,44.3387910,-73.1115986,,0000.0000,0000.0000
,,City (Small),,,,44.3108910,-73.0758986,,0000.0000,0000.0000
,,City (Small),,,,44.2927910,-73.0706986,,0000.0000,0000.0000
,,City (Small),,,,44.3409910,-73.1181986,,0000.0000,0000.0000
,,City (Small),,,,44.3409910,-73.1181986,,0000.0000,0000.0000
,,City (Small),,,,44.3409910,-73.1181986,,0000.0000,0000.0000
,,City (Small),,,,44.3422910,-73.0781986,,0000.0000,0000.0000
,,City (Small),,,,44.3349910,-73.1119986,,0000.0000,0000.0000
,,City (Small),,,,44.3349910,-73.1119986,,0000.0000,0000.0000
,,City (Small),,,,44.3340910,-73.1112986,,0000.0000,0000.0000
,,City (Small),,,,44.3342910,-73.1109986,,0000.0000,0000.0000
,,City (Small),,,,44.3536910,-73.0874986,,0000.0000,0000.0000
,,City (Small),,,,44.3441910,-73.1100986,,0000.0000,0000.0000
,,City (Small),,,,44.3284910,-73.0674986,,0000.0000,0000.0000
,,City (Small),,,,44.3356910,-73.1043986,,0000.0000,0000.0000
,,City (Small),,,,44.3240910,-73.0724986,,0000.0000,0000.0000
,,City (Small),,,,44.3474910,-73.0899986,,0000.0000,0000.0000
,,City (Small),,,,44.3474910,-73.0899986,,0000.0000,0000.0000
,,City (Small),,,,44.2877910,-73.0942986,,0000.0000,0000.0000
,,City (Small),,,,44.3284910,-73.1116986,,0000.0000,0000.0000
,,City (Small),,,,44.3279910,-73.1078986,,0000.0000,0000.0000
,,City (Small),,,,44.2957910,-73.0905986,,0000.0000,0000.0000
,,City (Small),,,,44.3434910,-73.1036986,,0000.0000,0000.0000
,,City (Small),,,,44.3491910,-73.1182986,,0000.0000,0000.0000
,,City (Small),,,,44.3654910,-73.1257986,,0000.0000,0000.0000
,,City (Small),,,,44.3551910,-73.1550986,,0000.0000,0000.0000
,,City (Small),,,,44.2957910,-72.9635987,,0000.0000,0000.0000
,,City (Small),,,,44.3027910,-72.9575987,,0000.0000,0000.0000
,,City (Small),,,,44.3350910,-72.9822986,,0000.0000,0000.0000
,,City (Small),,,,44.3263910,-72.9871986,,0000.0000,0000.0000
,,City (Small),,,,44.3253910,-72.9871986,,0000.0000,0000.0000
,,City (Small),,,,44.3173910,-72.9892986,,0000.0000,0000.0000
,,City (Small),,,,44.3283910,-72.9855986,,0000.0000,0000.0000
,,City (Small),,,,44.2602910,-72.9573987,,0000.0000,0000.0000
,,City (Small),,,,44.3520910,-73.0292986,,0000.0000,0000.0000
,,City (Small),,,,44.2924910,-72.9630987,,0000.0000,0000.0000
,,City (Small),,,,44.3223910,-73.0169986,,0000.0000,0000.0000
,,City (Small),,,,42.9789913,-72.5159989,,0000.0000,0000.0000
,,City (Small),,,,44.5415910,-73.2671985,,0000.0000,0000.0000
,,City (Small),,,,44.4861910,-72.9620986,,0000.0000,0000.0000
,,City (Small),,,,44.5108910,-72.9623986,,0000.0000,0000.0000
,,City (Small),,,,44.4699910,-72.9731986,,0000.0000,0000.0000
,,City (Small),,,,44.5175910,-72.9485986,,0000.0000,0000.0000
,,City (Small),,,,44.5190910,-72.9476986,,0000.0000,0000.0000
,,City (Small),,,,44.5238910,-72.9459986,,0000.0000,0000.0000
,,City (Small),,,,44.5042910,-72.9998986,,0000.0000,0000.0000
