Label,Type,Symbol,Description,Name on GPS,Comment,Easting,Northing,Zone,Elevation,Distance to Active Point,Bearing
,,City (Small),,,,708480.133,4773570.500,18T,,0000.0000,0000.0000
,,City (Small),,,,707989.413,4774700.479,18T,,0000.0000,0000.0000
,,City (Small),,,,707965.356,4775222.202,18T,,0000.0000,0000.0000
,,City (Small),,,,708166.768,4776362.194,18T,,0000.0000,0000.0000
,,City (Small),,,,708553.507,4777563.448,18T,,0000.0000,0000.0000
,,City (Small),,,,706629.555,4777638.228,18T,,0000.0000,0000.0000
,,City (Small),,,,708033.868,4777781.003,18T,,0000.0000,0000.0000
,,City (Small),,,,701912.594,4768915.711,18T,,0000.0000,0000.0000
,,City (Small),,,,705684.213,4777665.205,18T,,0000.0000,0000.0000
,,City (Small),,,,706514.845,4771743.303,18T,,0000.0000,0000.0000
,,City (Small),,,,707986.753,4777190.409,18T,,0000.0000,0000.0000
,,City (Small),,,,678120.161,4740572.207,18T,,0000.0000,0000.0000
,,City (Small),,,,676649.464,4739523.139,18T,,0000.0000,0000.0000
,,City (Small),,,,673086.004,4739977.260,18T,,0000.0000,0000.0000
,,City (Small),,,,676470.403,4742041.054,18T,,0000.0000,0000.0000
,,City (Small),,,,676649.464,4739523.139,18T,,0000.0000,0000.0000
,,City (Small),,,,674065.720,4748158.270,18T,,0000.0000,0000.0000
,,City (Small),,,,673838.140,4748430.319,18T,,0000.0000,0000.0000
,,City (Small),,,,675528.342,4747539.817,18T,,0000.0000,0000.0000
,,City (Small),,,,673812.231,4748485.225,18T,,0000.0000,0000.0000
,,City (Small),,,,672809.251,4748715.525,18T,,0000.0000,0000.0000
,,City (Small),,,,674641.728,4749295.219,18T,,0000.0000,0000.0000
,,City (Small),,,,674632.432,4749339.432,18T,,0000.0000,0000.0000
,,City (Small),,,,714074.725,4933059.427,18T,,0000.0000,0000.0000
,,City (Small),,,,675249.970,4747877.202,18T,,0000.0000,0000.0000
,,City (Small),,,,674605.391,4749438.757,18T,,0000.0000,0000.0000
,,City (Small),,,,674007.713,4748512.394,18T,,0000.0000,0000.0000
,,City (Small),,,,673783.205,4748340.033,18T,,0000.0000,0000.0000
,,City (Small),,,,673783.205,4748340.033,18T,,0000.0000,0000.0000
,,City (Small),,,,674790.310,4753732.842,18T,,0000.0000,0000.0000
,,City (Small),,,,673771.949,4748461.983,18T,,0000.0000,0000.0000
,,City (Small),,,,650157.272,4923575.295,18T,,0000.0000,0000.0000
,,City (Small),,,,673722.096,4748494.060,18T,,0000.0000,0000.0000
,,City (Small),,,,673722.096,4748494.060,18T,,0000.0000,0000.0000
,,City (Small),,,,674784.696,4750743.461,18T,,0000.0000,0000.0000
,,City (Small),,,,673913.624,4748354.442,18T,,0000.0000,0000.0000
,,City (Small),,,,673937.006,4748399.483,18T,,0000.0000,0000.0000
,,City (Small),,,,674297.530,4752231.253,18T,,0000.0000,0000.0000
,,City (Small),,,,673672.244,4748526.137,18T,,0000.0000,0000.0000
,,City (Small),,,,674573.230,4750704.748,18T,,0000.0000,0000.0000
,,City (Small),,,,671225.723,4748631.458,18T,,0000.0000,0000.0000
,,City (Small),,,,673903.489,4748431.972,18T,,0000.0000,0000.0000
,,City (Small),,,,675670.369,4752855.194,18T,,0000.0000,0000.0000
,,City (Small),,,,673628.878,4748625.052,18T,,0000.0000,0000.0000
,,City (Small),,,,673620.429,4748635.951,18T,,0000.0000,0000.0000
,,City (Small),,,,676803.392,4753584.368,18T,,0000.0000,0000.0000
,,City (Small),,,,676618.958,4753768.535,18T,,0000.0000,0000.0000
,,City (Small),,,,674318.394,4748186.895,18T,,0000.0000,0000.0000
,,City (Small),,,,675536.701,4752651.750,18T,,0000.0000,0000.0000
,,City (Small),,,,673855.881,4748375.206,18T,,0000.0000,0000.0000
,,City (Small),,,,674367.970,4748165.927,18T,,0000.0000,0000.0000
,,City (Small),,,,672405.611,4751772.348,18T,,0000.0000,0000.0000
,,City (Small),,,,675764.919,4752990.963,18T,,0000.0000,0000.0000
,,City (Small),,,,673872.780,4748353.409,18T,,0000.0000,0000.0000
,,City (Small),,,,676347.143,4753539.295,18T,,0000.0000,0000.0000
,,City (Small),,,,679454.735,4747452.224,18T,,0000.0000,0000.0000
,,City (Small),,,,674492.477,4748091.299,18T,,0000.0000,0000.0000
,,City (Small),,,,651563.506,4963318.914,18T,,0000.0000,0000.0000
,,City (Small),,,,673837.298,4748463.635,18T,,0000.0000,0000.0000
,,City (Small),,,,674544.309,4747981.491,18T,,0000.0000,0000.0000
,,City (Small),,,,682473.506,4779804.770,18T,,0000.0000,0000.0000
,,City (Small),,,,685723.501,4788028.129,18T,,0000.0000,0000.0000
,,City (Small),,,,699677.756,4747087.084,18T,,0000.0000,0000.0000
,,City (Small),,,,709984.166,4809123.218,18T,,0000.0000,0000.0000
,,City (Small),,,,709711.268,4809036.911,18T,,0000.0000,0000.0000
,,City (Small),,,,709939.877,4809244.127,18T,,0000.0000,0000.0000
,,City (Small),,,,711184.792,4819166.227,18T,,0000.0000,0000.0000
,,City (Small),,,,710157.810,4810573.842,18T,,0000.0000,0000.0000
,,City (Small),,,,691958.599,4844767.324,18T,,0000.0000,0000.0000
,,City (Small),,,,694127.720,4844185.357,18T,,0000.0000,0000.0000
,,City (Small),,,,691608.369,4843490.050,18T,,0000.0000,0000.0000
,,City (Small),,,,691591.067,4843811.913,18T,,0000.0000,0000.0000
,,City (Small),,,,692036.073,4844035.905,18T,,0000.0000,0000.0000
,,City (Small),,,,691790.035,4844462.348,18T,,0000.0000,0000.0000
,,City (Small),,,,691642.507,4844547.035,18T,,0000.0000,0000.0000
,,City (Small),,,,691590.674,4844667.821,18T,,0000.0000,0000.0000
,,City (Small),,,,691764.915,4844494.973,18T,,0000.0000,0000.0000
,,City (Small),,,,691729.750,4844316.109,18T,,0000.0000,0000.0000
,,City (Small),,,,690045.455,4855872.824,18T,,0000.0000,0000.0000
,,City (Small),,,,690347.718,4855714.732,18T,,0000.0000,0000.0000
,,City (Small),,,,690672.129,4855346.085,18T,,0000.0000,0000.0000
,,City (Small),,,,688996.956,4853408.575,18T,,0000.0000,0000.0000
,,City (Small),,,,690506.853,4855496.971,18T,,0000.0000,0000.0000
,,City (Small),,,,690246.146,4855889.680,18T,,0000.0000,0000.0000
,,City (Small),,,,689081.436,4859491.340,18T,,0000.0000,0000.0000
,,City (Small),,,,690245.510,4855911.894,18T,,0000.0000,0000.0000
,,City (Small),,,,690245.510,4855911.894,18T,,0000.0000,0000.0000
,,City (Small),,,,687812.926,4852863.726,18T,,0000.0000,0000.0000
,,City (Small),,,,689770.723,4856476.351,18T,,0000.0000,0000.0000
,,City (Small),,,,688930.216,4851505.887,18T,,0000.0000,0000.0000
,,City (Small),,,,690455.162,4854772.953,18T,,0000.0000,0000.0000
,,City (Small),,,,690224.662,4856078.036,18T,,0000.0000,0000.0000
,,City (Small),,,,689461.168,4856045.117,18T,,0000.0000,0000.0000
,,City (Small),,,,692039.382,4828740.764,18T,,0000.0000,0000.0000
,,City (Small),,,,681650.462,4829896.164,18T,,0000.0000,0000.0000
,,City (Small),,,,688942.662,4828819.515,18T,,0000.0000,0000.0000
,,City (Small),,,,689218.396,4828782.829,18T,,0000.0000,0000.0000
,,City (Small),,,,689218.396,4828782.829,18T,,0000.0000,0000.0000
,,City (Small),,,,691405.236,4828878.248,18T,,0000.0000,0000.0000
,,City (Small),,,,691784.984,4828877.984,18T,,0000.0000,0000.0000
,,City (Small),,,,645679.399,4921973.214,18T,,0000.0000,0000.0000
,,City (Small),,,,689078.023,4828890.022,18T,,0000.0000,0000.0000
,,City (Small),,,,700444.857,4816203.042,18T,,0000.0000,0000.0000
,,City (Small),,,,704762.890,4815310.276,18T,,0000.0000,0000.0000
,,City (Small),,,,692989.824,4806270.415,18T,,0000.0000,0000.0000
,,City (Small),,,,692989.824,4806270.415,18T,,0000.0000,0000.0000
,,City (Small),,,,690646.089,4806014.883,18T,,0000.0000,0000.0000
,,City (Small),,,,693564.799,4806008.991,18T,,0000.0000,0000.0000
,,City (Small),,,,693821.467,4806105.275,18T,,0000.0000,0000.0000
,,City (Small),,,,690961.129,4805768.139,18T,,0000.0000,0000.0000
,,City (Small),,,,694579.267,4806816.221,18T,,0000.0000,0000.0000
,,City (Small),,,,690862.665,4805809.816,18T,,0000.0000,0000.0000
,,City (Small),,,,694772.145,4807155.244,18T,,0000.0000,0000.0000
,,City (Small),,,,691143.989,4805895.577,18T,,0000.0000,0000.0000
,,City (Small),,,,689889.869,4812429.137,18T,,0000.0000,0000.0000
,,City (Small),,,,691385.748,4805946.884,18T,,0000.0000,0000.0000
,,City (Small),,,,693721.164,4805079.793,18T,,0000.0000,0000.0000
,,City (Small),,,,691412.799,4806136.607,18T,,0000.0000,0000.0000
,,City (Small),,,,694530.877,4794110.108,18T,,0000.0000,0000.0000
,,City (Small),,,,697864.095,4800664.700,18T,,0000.0000,0000.0000
,,City (Small),,,,694870.557,4794442.204,18T,,0000.0000,0000.0000
,,City (Small),,,,695583.893,4793362.345,18T,,0000.0000,0000.0000
,,City (Small),,,,696658.852,4792426.409,18T,,0000.0000,0000.0000
,,City (Small),,,,695996.242,4792585.071,18T,,0000.0000,0000.0000
,,City (Small),,,,695558.368,4792839.195,18T,,0000.0000,0000.0000
,,City (Small),,,,694861.769,4793052.559,18T,,0000.0000,0000.0000
,,City (Small),,,,693210.395,4793138.683,18T,,0000.0000,0000.0000
,,City (Small),,,,694821.189,4793051.393,18T,,0000.0000,0000.0000
,,City (Small),,,,707795.938,4778907.590,18T,,0000.0000,0000.0000
,,City (Small),,,,696058.929,4792664.690,18T,,0000.0000,0000.0000
,,City (Small),,,,696058.929,4792664.690,18T,,0000.0000,0000.0000
,,City (Small),,,,695615.396,4792551.845,18T,,0000.0000,0000.0000
,,City (Small),,,,694121.360,4799611.469,18T,,0000.0000,0000.0000
,,City (Small),,,,694716.317,4793026.151,18T,,0000.0000,0000.0000
,,City (Small),,,,695583.784,4793929.218,18T,,0000.0000,0000.0000
,,City (Small),,,,698505.020,4790134.833,18T,,0000.0000,0000.0000
,,City (Small),,,,694823.741,4792962.546,18T,,0000.0000,0000.0000
,,City (Small),,,,695381.406,4792778.518,18T,,0000.0000,0000.0000
,,City (Small),,,,695669.223,4792375.555,18T,,0000.0000,0000.0000
,,City (Small),,,,696360.053,4792084.294,18T,,0000.0000,0000.0000
,,City (Small),,,,695251.542,4792774.778,18T,,0000.0000,0000.0000
,,City (Small),,,,695625.433,4793330.198,18T,,0000.0000,0000.0000
,,City (Small),,,,694983.840,4794456.577,18T,,0000.0000,0000.0000
,,City (Small),,,,694924.010,4792865.391,18T,,0000.0000,0000.0000
,,City (Small),,,,695615.715,4793385.494,18T,,0000.0000,0000.0000
,,City (Small),,,,696489.931,4792088.055,18T,,0000.0000,0000.0000
,,City (Small),,,,695686.098,4792353.811,18T,,0000.0000,0000.0000
,,City (Small),,,,696547.074,4792078.595,18T,,0000.0000,0000.0000
,,City (Small),,,,696525.618,4791977.936,18T,,0000.0000,0000.0000
,,City (Small),,,,695027.670,4799982.104,18T,,0000.0000,0000.0000
,,City (Small),,,,692954.588,4793564.882,18T,,0000.0000,0000.0000
,,City (Small),,,,696319.063,4791816.341,18T,,0000.0000,0000.0000
,,City (Small),,,,695147.113,4793016.305,18T,,0000.0000,0000.0000
,,City (Small),,,,694897.745,4792931.327,18T,,0000.0000,0000.0000
,,City (Small),,,,695069.146,4792902.910,18T,,0000.0000,0000.0000
,,City (Small),,,,689223.397,4793682.007,18T,,0000.0000,0000.0000
,,City (Small),,,,693913.309,4793269.900,18T,,0000.0000,0000.0000
,,City (Small),,,,696605.686,4791457.839,18T,,0000.0000,0000.0000
,,City (Small),,,,684761.780,4849677.137,18T,,0000.0000,0000.0000
,,City (Small),,,,716204.674,4837414.899,18T,,0000.0000,0000.0000
,,City (Small),,,,710370.345,4836595.114,18T,,0000.0000,0000.0000
,,City (Small),,,,716223.731,4836325.922,18T,,0000.0000,0000.0000
,,City (Small),,,,716295.566,4836850.804,18T,,0000.0000,0000.0000
,,City (Small),,,,714968.087,4836207.627,18T,,0000.0000,0000.0000
,,City (Small),,,,714545.393,4835793.807,18T,,0000.0000,0000.0000
,,City (Small),,,,714766.125,4837468.608,18T,,0000.0000,0000.0000
,,City (Small),,,,716221.769,4836136.848,18T,,0000.0000,0000.0000
,,City (Small),,,,713856.046,4834626.584,18T,,0000.0000,0000.0000
,,City (Small),,,,711304.170,4817168.852,18T,,0000.0000,0000.0000
,,City (Small),,,,714444.521,4837680.649,18T,,0000.0000,0000.0000
,,City (Small),,,,714444.878,4837669.542,18T,,0000.0000,0000.0000
,,City (Small),,,,716280.380,4836072.032,18T,,0000.0000,0000.0000
,,City (Small),,,,711355.858,4838871.972,18T,,0000.0000,0000.0000
,,City (Small),,,,708135.107,4835791.440,18T,,0000.0000,0000.0000
,,City (Small),,,,716917.385,4839083.503,18T,,0000.0000,0000.0000
,,City (Small),,,,715975.326,4836518.026,18T,,0000.0000,0000.0000
,,City (Small),,,,715849.580,4840661.090,18T,,0000.0000,0000.0000
,,City (Small),,,,717271.975,4839595.351,18T,,0000.0000,0000.0000
,,City (Small),,,,716114.729,4837200.744,18T,,0000.0000,0000.0000
,,City (Small),,,,716797.986,4838534.827,18T,,0000.0000,0000.0000
,,City (Small),,,,706387.904,4836949.090,18T,,0000.0000,0000.0000
,,City (Small),,,,706254.243,4836833.795,18T,,0000.0000,0000.0000
,,City (Small),,,,710595.179,4837658.368,18T,,0000.0000,0000.0000
,,City (Small),,,,710595.179,4837658.368,18T,,0000.0000,0000.0000
,,City (Small),,,,714396.297,4835911.326,18T,,0000.0000,0000.0000
,,City (Small),,,,710621.800,4837325.676,18T,,0000.0000,0000.0000
,,City (Small),,,,710621.800,4837325.676,18T,,0000.0000,0000.0000
,,City (Small),,,,716190.342,4837358.844,18T,,0000.0000,0000.0000
,,City (Small),,,,644424.407,4929002.188,18T,,0000.0000,0000.0000
,,City (Small),,,,644424.407,4929002.188,18T,,0000.0000,0000.0000
,,City (Small),,,,715450.885,4835756.195,18T,,0000.0000,0000.0000
,,City (Small),,,,714962.877,4836118.515,18T,,0000.0000,0000.0000
,,City (Small),,,,708145.245,4835725.051,18T,,0000.0000,0000.0000
,,City (Small),,,,714127.294,4835991.656,18T,,0000.0000,0000.0000
,,City (Small),,,,714127.294,4835991.656,18T,,0000.0000,0000.0000
,,City (Small),,,,705654.564,4834547.438,18T,,0000.0000,0000.0000
,,City (Small),,,,705654.564,4834547.438,18T,,0000.0000,0000.0000
,,City (Small),,,,710236.006,4836246.244,18T,,0000.0000,0000.0000
,,City (Small),,,,709502.115,4834933.587,18T,,0000.0000,0000.0000
,,City (Small),,,,709246.074,4834858.871,18T,,0000.0000,0000.0000
,,City (Small),,,,705312.000,4833869.898,18T,,0000.0000,0000.0000
,,City (Small),,,,707860.066,4835549.425,18T,,0000.0000,0000.0000
,,City (Small),,,,716565.173,4837748.996,18T,,0000.0000,0000.0000
,,City (Small),,,,707903.410,4835973.231,18T,,0000.0000,0000.0000
,,City (Small),,,,708241.895,4833915.927,18T,,0000.0000,0000.0000
,,City (Small),,,,716139.446,4837435.027,18T,,0000.0000,0000.0000
,,City (Small),,,,707940.749,4824612.565,18T,,0000.0000,0000.0000
,,City (Small),,,,710040.273,4823933.056,18T,,0000.0000,0000.0000
,,City (Small),,,,709889.979,4824083.999,18T,,0000.0000,0000.0000
,,City (Small),,,,650330.754,4770486.162,18T,,0000.0000,0000.0000
,,City (Small),,,,643976.410,4753472.964,18T,,0000.0000,0000.0000
,,City (Small),,,,646588.360,4750839.595,18T,,0000.0000,0000.0000
,,City (Small),,,,650051.500,4770591.126,18T,,0000.0000,0000.0000
,,City (Small),,,,647059.589,4749049.828,18T,,0000.0000,0000.0000
,,City (Small),,,,646412.015,4748380.513,18T,,0000.0000,0000.0000
,,City (Small),,,,646412.015,4748380.513,18T,,0000.0000,0000.0000
,,City (Small),,,,646707.410,4750619.934,18T,,0000.0000,0000.0000
,,City (Small),,,,647273.596,4748976.639,18T,,0000.0000,0000.0000
,,City (Small),,,,649036.003,4749092.393,18T,,0000.0000,0000.0000
,,City (Small),,,,647186.062,4749630.260,18T,,0000.0000,0000.0000
,,City (Small),,,,647120.740,4750773.204,18T,,0000.0000,0000.0000
,,City (Small),,,,647219.280,4748842.154,18T,,0000.0000,0000.0000
,,City (Small),,,,648409.796,4749334.380,18T,,0000.0000,0000.0000
,,City (Small),,,,646679.359,4750785.987,18T,,0000.0000,0000.0000
,,City (Small),,,,647049.997,4749116.284,18T,,0000.0000,0000.0000
,,City (Small),,,,646614.513,4750762.383,18T,,0000.0000,0000.0000
,,City (Small),,,,649625.909,4749394.076,18T,,0000.0000,0000.0000
,,City (Small),,,,646573.452,4750772.617,18T,,0000.0000,0000.0000
,,City (Small),,,,646514.403,4750860.238,18T,,0000.0000,0000.0000
,,City (Small),,,,647580.846,4749127.660,18T,,0000.0000,0000.0000
,,City (Small),,,,647042.689,4748693.944,18T,,0000.0000,0000.0000
,,City (Small),,,,646479.376,4750970.592,18T,,0000.0000,0000.0000
,,City (Small),,,,646974.500,4748825.807,18T,,0000.0000,0000.0000
,,City (Small),,,,647009.782,4748704.350,18T,,0000.0000,0000.0000
,,City (Small),,,,647483.015,4748736.706,18T,,0000.0000,0000.0000
,,City (Small),,,,647531.368,4749148.818,18T,,0000.0000,0000.0000
,,City (Small),,,,647120.409,4749262.221,18T,,0000.0000,0000.0000
,,City (Small),,,,647070.458,4749305.593,18T,,0000.0000,0000.0000
,,City (Small),,,,655082.273,4777892.480,18T,,0000.0000,0000.0000
,,City (Small),,,,647868.743,4752833.540,18T,,0000.0000,0000.0000
,,City (Small),,,,645084.953,4752018.672,18T,,0000.0000,0000.0000
,,City (Small),,,,648512.105,4748758.859,18T,,0000.0000,0000.0000
,,City (Small),,,,646174.853,4753763.848,18T,,0000.0000,0000.0000
,,City (Small),,,,646822.611,4749433.615,18T,,0000.0000,0000.0000
,,City (Small),,,,643637.853,4748966.370,18T,,0000.0000,0000.0000
,,City (Small),,,,646246.298,4748488.087,18T,,0000.0000,0000.0000
,,City (Small),,,,649349.507,4745566.144,18T,,0000.0000,0000.0000
,,City (Small),,,,646304.829,4750344.709,18T,,0000.0000,0000.0000
,,City (Small),,,,646170.006,4754374.802,18T,,0000.0000,0000.0000
,,City (Small),,,,646740.037,4747943.104,18T,,0000.0000,0000.0000
,,City (Small),,,,657009.754,4748792.129,18T,,0000.0000,0000.0000
,,City (Small),,,,646204.741,4751209.163,18T,,0000.0000,0000.0000
,,City (Small),,,,646147.118,4751230.157,18T,,0000.0000,0000.0000
,,City (Small),,,,643439.945,4754528.286,18T,,0000.0000,0000.0000
,,City (Small),,,,645615.141,4749352.379,18T,,0000.0000,0000.0000
,,City (Small),,,,646059.907,4751106.092,18T,,0000.0000,0000.0000
,,City (Small),,,,646059.907,4751106.092,18T,,0000.0000,0000.0000
,,City (Small),,,,646059.907,4751106.092,18T,,0000.0000,0000.0000
,,City (Small),,,,645904.309,4751125.005,18T,,0000.0000,0000.0000
,,City (Small),,,,647638.672,4748717.827,18T,,0000.0000,0000.0000
,,City (Small),,,,646080.622,4751284.293,18T,,0000.0000,0000.0000
,,City (Small),,,,646080.622,4751284.293,18T,,0000.0000,0000.0000
,,City (Small),,,,646079.205,4751350.923,18T,,0000.0000,0000.0000
,,City (Small),,,,646007.143,4751282.731,18T,,0000.0000,0000.0000
,,City (Small),,,,646005.019,4751382.676,18T,,0000.0000,0000.0000
,,City (Small),,,,647288.817,4749410.259,18T,,0000.0000,0000.0000
,,City (Small),,,,647271.057,4749476.540,18T,,0000.0000,0000.0000
,,City (Small),,,,646861.683,4749134.478,18T,,0000.0000,0000.0000
,,City (Small),,,,645306.070,4751990.016,18T,,0000.0000,0000.0000
,,City (Small),,,,647044.443,4748993.954,18T,,0000.0000,0000.0000
,,City (Small),,,,643421.303,4754638.995,18T,,0000.0000,0000.0000
,,City (Small),,,,646762.863,4748787.955,18T,,0000.0000,0000.0000
,,City (Small),,,,643429.231,4754650.271,18T,,0000.0000,0000.0000
,,City (Small),,,,643426.641,4754383.579,18T,,0000.0000,0000.0000
,,City (Small),,,,647577.985,4749260.920,18T,,0000.0000,0000.0000
,,City (Small),,,,647086.228,4748950.407,18T,,0000.0000,0000.0000
,,City (Small),,,,647573.694,4749460.810,18T,,0000.0000,0000.0000
,,City (Small),,,,647868.506,4748289.471,18T,,0000.0000,0000.0000
,,City (Small),,,,647165.609,4750585.293,18T,,0000.0000,0000.0000
,,City (Small),,,,647572.978,4749494.125,18T,,0000.0000,0000.0000
,,City (Small),,,,647335.508,4749900.105,18T,,0000.0000,0000.0000
,,City (Small),,,,647045.097,4749727.234,18T,,0000.0000,0000.0000
,,City (Small),,,,647020.123,4749748.920,18T,,0000.0000,0000.0000
,,City (Small),,,,646960.348,4749869.853,18T,,0000.0000,0000.0000
,,City (Small),,,,646626.391,4747907.350,18T,,0000.0000,0000.0000
,,City (Small),,,,644197.697,4751100.081,18T,,0000.0000,0000.0000
,,City (Small),,,,646466.123,4749292.689,18T,,0000.0000,0000.0000
,,City (Small),,,,647300.001,4748888.324,18T,,0000.0000,0000.0000
,,City (Small),,,,647316.574,4748877.569,18T,,0000.0000,0000.0000
,,City (Small),,,,647316.574,4748877.569,18T,,0000.0000,0000.0000
,,City (Small),,,,647397.769,4748901.529,18T,,0000.0000,0000.0000
,,City (Small),,,,658028.177,4782438.132,18T,,0000.0000,0000.0000
,,City (Small),,,,656717.713,4781785.573,18T,,0000.0000,0000.0000
,,City (Small),,,,646073.320,4749706.511,18T,,0000.0000,0000.0000
,,City (Small),,,,646652.151,4750529.874,18T,,0000.0000,0000.0000
,,City (Small),,,,645105.924,4752185.765,18T,,0000.0000,0000.0000
,,City (Small),,,,647348.853,4748133.884,18T,,0000.0000,0000.0000
,,City (Small),,,,647579.116,4748827.649,18T,,0000.0000,0000.0000
,,City (Small),,,,647504.658,4748870.492,18T,,0000.0000,0000.0000
,,City (Small),,,,647635.572,4748862.192,18T,,0000.0000,0000.0000
,,City (Small),,,,646986.922,4746715.161,18T,,0000.0000,0000.0000
,,City (Small),,,,646360.457,4751568.002,18T,,0000.0000,0000.0000
,,City (Small),,,,648084.564,4749260.705,18T,,0000.0000,0000.0000
,,City (Small),,,,646812.682,4749133.431,18T,,0000.0000,0000.0000
,,City (Small),,,,646108.582,4749585.051,18T,,0000.0000,0000.0000
,,City (Small),,,,645378.601,4752035.991,18T,,0000.0000,0000.0000
,,City (Small),,,,648018.954,4748892.656,18T,,0000.0000,0000.0000
,,City (Small),,,,648147.236,4749006.521,18T,,0000.0000,0000.0000
,,City (Small),,,,648302.171,4749020.972,18T,,0000.0000,0000.0000
,,City (Small),,,,645970.653,4752615.163,18T,,0000.0000,0000.0000
,,City (Small),,,,648523.161,4749003.523,18T,,0000.0000,0000.0000
,,City (Small),,,,648547.423,4749015.157,18T,,0000.0000,0000.0000
,,City (Small),,,,643449.962,4754439.616,18T,,0000.0000,0000.0000
,,City (Small),,,,648684.582,4749095.894,18T,,0000.0000,0000.0000
,,City (Small),,,,646029.176,4751783.152,18T,,0000.0000,0000.0000
,,City (Small),,,,646671.731,4746164.043,18T,,0000.0000,0000.0000
,,City (Small),,,,645519.962,4747672.758,18T,,0000.0000,0000.0000
,,City (Small),,,,644035.519,4749874.591,18T,,0000.0000,0000.0000
,,City (Small),,,,643863.353,4754581.589,18T,,0000.0000,0000.0000
,,City (Small),,,,647226.177,4748520.109,18T,,0000.0000,0000.0000
,,City (Small),,,,672654.628,4779070.863,18T,,0000.0000,0000.0000
,,City (Small),,,,671187.731,4781423.051,18T,,0000.0000,0000.0000
,,City (Small),,,,668107.788,4783279.831,18T,,0000.0000,0000.0000
,,City (Small),,,,672624.071,4778992.299,18T,,0000.0000,0000.0000
,,City (Small),,,,657078.851,4787271.895,18T,,0000.0000,0000.0000
,,City (Small),,,,653881.602,4791021.024,18T,,0000.0000,0000.0000
,,City (Small),,,,655807.176,4788509.317,18T,,0000.0000,0000.0000
,,City (Small),,,,661538.854,4789376.660,18T,,0000.0000,0000.0000
,,City (Small),,,,661907.580,4794008.071,18T,,0000.0000,0000.0000
,,City (Small),,,,654886.591,4790043.860,18T,,0000.0000,0000.0000
,,City (Small),,,,654798.568,4790341.861,18T,,0000.0000,0000.0000
,,City (Small),,,,654283.888,4790830.154,18T,,0000.0000,0000.0000
,,City (Small),,,,654587.521,4790692.617,18T,,0000.0000,0000.0000
,,City (Small),,,,654481.234,4790723.530,18T,,0000.0000,0000.0000
,,City (Small),,,,653225.618,4790939.508,18T,,0000.0000,0000.0000
,,City (Small),,,,656564.366,4787382.243,18T,,0000.0000,0000.0000
,,City (Small),,,,654688.402,4789117.088,18T,,0000.0000,0000.0000
,,City (Small),,,,662024.243,4794221.990,18T,,0000.0000,0000.0000
,,City (Small),,,,656913.854,4786323.597,18T,,0000.0000,0000.0000
,,City (Small),,,,654274.256,4790896.604,18T,,0000.0000,0000.0000
,,City (Small),,,,661391.555,4787028.530,18T,,0000.0000,0000.0000
,,City (Small),,,,679000.237,4757041.830,18T,,0000.0000,0000.0000
,,City (Small),,,,682025.685,4757788.260,18T,,0000.0000,0000.0000
,,City (Small),,,,681567.517,4758442.900,18T,,0000.0000,0000.0000
,,City (Small),,,,661389.972,4787095.164,18T,,0000.0000,0000.0000
,,City (Small),,,,673554.193,4793218.318,18T,,0000.0000,0000.0000
,,City (Small),,,,662772.504,4784339.031,18T,,0000.0000,0000.0000
,,City (Small),,,,656859.152,4780588.794,18T,,0000.0000,0000.0000
,,City (Small),,,,658223.892,4782064.887,18T,,0000.0000,0000.0000
,,City (Small),,,,658738.288,4781976.865,18T,,0000.0000,0000.0000
,,City (Small),,,,657900.971,4782312.951,18T,,0000.0000,0000.0000
,,City (Small),,,,660250.118,4782012.306,18T,,0000.0000,0000.0000
,,City (Small),,,,655345.621,4778476.267,18T,,0000.0000,0000.0000
,,City (Small),,,,658150.224,4782085.397,18T,,0000.0000,0000.0000
,,City (Small),,,,660866.805,4782071.306,18T,,0000.0000,0000.0000
,,City (Small),,,,660791.815,4782147.316,18T,,0000.0000,0000.0000
,,City (Small),,,,660967.215,4782295.918,18T,,0000.0000,0000.0000
,,City (Small),,,,661078.638,4782398.562,18T,,0000.0000,0000.0000
,,City (Small),,,,661181.929,4782501.015,18T,,0000.0000,0000.0000
,,City (Small),,,,660711.213,4785556.744,18T,,0000.0000,0000.0000
,,City (Small),,,,658963.943,4783804.447,18T,,0000.0000,0000.0000
,,City (Small),,,,657441.334,4778979.958,18T,,0000.0000,0000.0000
,,City (Small),,,,661673.488,4782690.470,18T,,0000.0000,0000.0000
,,City (Small),,,,658286.590,4782166.350,18T,,0000.0000,0000.0000
,,City (Small),,,,658286.590,4782166.350,18T,,0000.0000,0000.0000
,,City (Small),,,,658286.590,4782166.350,18T,,0000.0000,0000.0000
,,City (Small),,,,658280.788,4782066.210,18T,,0000.0000,0000.0000
,,City (Small),,,,658296.785,4782077.694,18T,,0000.0000,0000.0000
,,City (Small),,,,658300.003,4782288.890,18T,,0000.0000,0000.0000
,,City (Small),,,,656994.416,4780014.117,18T,,0000.0000,0000.0000
,,City (Small),,,,658242.076,4782331.988,18T,,0000.0000,0000.0000
,,City (Small),,,,656749.885,4780741.837,18T,,0000.0000,0000.0000
,,City (Small),,,,658421.550,4781958.371,18T,,0000.0000,0000.0000
,,City (Small),,,,658539.225,4781794.437,18T,,0000.0000,0000.0000
,,City (Small),,,,658421.808,4781947.265,18T,,0000.0000,0000.0000
,,City (Small),,,,656690.677,4780840.477,18T,,0000.0000,0000.0000
