Label,Type,Symbol,Description,Name on GPS,Comment,Easting,Northing,Zone,Elevation,Distance to Active Point,Bearing
,,City (Small),,,,261724.483,4936683.732,19T,,0000.0000,0000.0000
,,City (Small),,,,738363.255,4934084.155,18T,,0000.0000,0000.0000
,,City (Small),,,,737814.731,4935587.878,18T,,0000.0000,0000.0000
,,City (Small),,,,737930.242,4935692.222,18T,,0000.0000,0000.0000
,,City (Small),,,,738138.661,4935432.919,18T,,0000.0000,0000.0000
,,City (Small),,,,736373.898,4936046.850,18T,,0000.0000,0000.0000
,,City (Small),,,,734595.230,4937494.932,18T,,0000.0000,0000.0000
,,City (Small),,,,261952.765,4933149.343,19T,,0000.0000,0000.0000
,,City (Small),,,,738213.092,4931887.406,18T,,0000.0000,0000.0000
,,City (Small),,,,734530.160,4932253.836,18T,,0000.0000,0000.0000
,,City (Small),,,,736342.019,4935611.898,18T,,0000.0000,0000.0000
,,City (Small),,,,736342.019,4935611.898,18T,,0000.0000,0000.0000
,,City (Small),,,,738295.403,4933981.555,18T,,0000.0000,0000.0000
,,City (Small),,,,262114.946,4935401.365,19T,,0000.0000,0000.0000
,,City (Small),,,,738025.992,4935684.613,18T,,0000.0000,0000.0000
,,City (Small),,,,261909.151,4933262.173,19T,,0000.0000,0000.0000
,,City (Small),,,,261909.151,4933262.173,19T,,0000.0000,0000.0000
,,City (Small),,,,738331.013,4934961.693,18T,,0000.0000,0000.0000
,,City (Small),,,,635718.915,4883043.098,18T,,0000.0000,0000.0000
,,City (Small),,,,631620.998,4885315.635,18T,,0000.0000,0000.0000
,,City (Small),,,,636948.458,4878212.647,18T,,0000.0000,0000.0000
,,City (Small),,,,636337.724,4884489.302,18T,,0000.0000,0000.0000
,,City (Small),,,,628488.296,4882153.711,18T,,0000.0000,0000.0000
,,City (Small),,,,635688.545,4877508.812,18T,,0000.0000,0000.0000
,,City (Small),,,,632584.569,4878801.353,18T,,0000.0000,0000.0000
,,City (Small),,,,638045.900,4872101.773,18T,,0000.0000,0000.0000
,,City (Small),,,,635378.419,4872691.103,18T,,0000.0000,0000.0000
,,City (Small),,,,635329.047,4871967.839,18T,,0000.0000,0000.0000
,,City (Small),,,,635073.181,4871140.353,18T,,0000.0000,0000.0000
,,City (Small),,,,629107.473,4874654.587,18T,,0000.0000,0000.0000
,,City (Small),,,,653774.531,4888462.850,18T,,0000.0000,0000.0000
,,City (Small),,,,660328.315,4885574.098,18T,,0000.0000,0000.0000
,,City (Small),,,,653775.310,4888429.528,18T,,0000.0000,0000.0000
,,City (Small),,,,661145.407,4892751.411,18T,,0000.0000,0000.0000
,,City (Small),,,,656285.646,4890911.426,18T,,0000.0000,0000.0000
,,City (Small),,,,653830.528,4888464.159,18T,,0000.0000,0000.0000
,,City (Small),,,,653835.671,4888586.525,18T,,0000.0000,0000.0000
,,City (Small),,,,653838.528,4888464.346,18T,,0000.0000,0000.0000
,,City (Small),,,,652946.401,4890343.914,18T,,0000.0000,0000.0000
,,City (Small),,,,652946.401,4890343.914,18T,,0000.0000,0000.0000
,,City (Small),,,,653706.123,4888650.177,18T,,0000.0000,0000.0000
,,City (Small),,,,653654.796,4888448.939,18T,,0000.0000,0000.0000
,,City (Small),,,,652959.274,4883242.876,18T,,0000.0000,0000.0000
,,City (Small),,,,652959.274,4883242.876,18T,,0000.0000,0000.0000
,,City (Small),,,,652978.969,4887566.360,18T,,0000.0000,0000.0000
,,City (Small),,,,643549.483,4928282.660,18T,,0000.0000,0000.0000
,,City (Small),,,,653291.450,4888584.937,18T,,0000.0000,0000.0000
,,City (Small),,,,653702.490,4888805.679,18T,,0000.0000,0000.0000
,,City (Small),,,,685834.882,4807336.774,18T,,0000.0000,0000.0000
,,City (Small),,,,652805.032,4888506.942,18T,,0000.0000,0000.0000
,,City (Small),,,,655443.041,4887968.611,18T,,0000.0000,0000.0000
,,City (Small),,,,653809.544,4889019.334,18T,,0000.0000,0000.0000
,,City (Small),,,,653067.971,4888902.018,18T,,0000.0000,0000.0000
,,City (Small),,,,652775.613,4888395.127,18T,,0000.0000,0000.0000
,,City (Small),,,,653828.970,4888530.802,18T,,0000.0000,0000.0000
,,City (Small),,,,653258.654,4888962.024,18T,,0000.0000,0000.0000
,,City (Small),,,,646411.464,4877271.181,18T,,0000.0000,0000.0000
,,City (Small),,,,650460.712,4910757.216,18T,,0000.0000,0000.0000
,,City (Small),,,,653750.273,4888473.396,18T,,0000.0000,0000.0000
,,City (Small),,,,660854.549,4891888.509,18T,,0000.0000,0000.0000
,,City (Small),,,,653273.309,4889706.955,18T,,0000.0000,0000.0000
,,City (Small),,,,652959.274,4883242.876,18T,,0000.0000,0000.0000
,,City (Small),,,,643888.470,4869426.040,18T,,0000.0000,0000.0000
,,City (Small),,,,643491.435,4867006.094,18T,,0000.0000,0000.0000
,,City (Small),,,,643502.957,4865361.757,18T,,0000.0000,0000.0000
,,City (Small),,,,641095.910,4901169.201,18T,,0000.0000,0000.0000
,,City (Small),,,,643640.296,4901335.604,18T,,0000.0000,0000.0000
,,City (Small),,,,630679.219,4894830.635,18T,,0000.0000,0000.0000
,,City (Small),,,,639937.656,4895554.818,18T,,0000.0000,0000.0000
,,City (Small),,,,641462.219,4893064.965,18T,,0000.0000,0000.0000
,,City (Small),,,,640906.786,4896586.780,18T,,0000.0000,0000.0000
,,City (Small),,,,640121.770,4896292.162,18T,,0000.0000,0000.0000
,,City (Small),,,,640300.375,4897284.983,18T,,0000.0000,0000.0000
,,City (Small),,,,630898.322,4895068.345,18T,,0000.0000,0000.0000
,,City (Small),,,,641159.177,4899714.819,18T,,0000.0000,0000.0000
,,City (Small),,,,640001.451,4896311.820,18T,,0000.0000,0000.0000
,,City (Small),,,,641305.959,4900318.059,18T,,0000.0000,0000.0000
,,City (Small),,,,641403.588,4902087.065,18T,,0000.0000,0000.0000
,,City (Small),,,,641403.588,4902087.065,18T,,0000.0000,0000.0000
,,City (Small),,,,641377.243,4902197.622,18T,,0000.0000,0000.0000
,,City (Small),,,,642366.008,4900429.897,18T,,0000.0000,0000.0000
,,City (Small),,,,630898.322,4895068.345,18T,,0000.0000,0000.0000
,,City (Small),,,,640123.667,4896203.304,18T,,0000.0000,0000.0000
,,City (Small),,,,659905.036,4861647.515,18T,,0000.0000,0000.0000
,,City (Small),,,,659905.036,4861647.515,18T,,0000.0000,0000.0000
,,City (Small),,,,659828.305,4857822.712,18T,,0000.0000,0000.0000
,,City (Small),,,,673795.859,4871988.844,18T,,0000.0000,0000.0000
,,City (Small),,,,673427.629,4868889.309,18T,,0000.0000,0000.0000
,,City (Small),,,,672757.662,4872406.230,18T,,0000.0000,0000.0000
,,City (Small),,,,672371.670,4865960.853,18T,,0000.0000,0000.0000
,,City (Small),,,,673239.512,4865950.140,18T,,0000.0000,0000.0000
,,City (Small),,,,673380.079,4864875.707,18T,,0000.0000,0000.0000
,,City (Small),,,,673404.241,4865487.638,18T,,0000.0000,0000.0000
,,City (Small),,,,673303.732,4865951.819,18T,,0000.0000,0000.0000
,,City (Small),,,,654478.256,4860696.609,18T,,0000.0000,0000.0000
,,City (Small),,,,656482.011,4856842.904,18T,,0000.0000,0000.0000
,,City (Small),,,,648875.062,4860746.365,18T,,0000.0000,0000.0000
,,City (Small),,,,648989.270,4860671.141,18T,,0000.0000,0000.0000
,,City (Small),,,,651933.211,4858815.398,18T,,0000.0000,0000.0000
,,City (Small),,,,661426.510,4888468.314,18T,,0000.0000,0000.0000
,,City (Small),,,,662833.115,4885968.973,18T,,0000.0000,0000.0000
,,City (Small),,,,663072.994,4881451.517,18T,,0000.0000,0000.0000
,,City (Small),,,,660558.906,4885312.984,18T,,0000.0000,0000.0000
,,City (Small),,,,662413.077,4891304.446,18T,,0000.0000,0000.0000
,,City (Small),,,,659692.475,4886036.540,18T,,0000.0000,0000.0000
,,City (Small),,,,661190.678,4884694.926,18T,,0000.0000,0000.0000
,,City (Small),,,,659834.823,4887429.215,18T,,0000.0000,0000.0000
,,City (Small),,,,660638.021,4890927.415,18T,,0000.0000,0000.0000
,,City (Small),,,,659299.939,4890672.583,18T,,0000.0000,0000.0000
,,City (Small),,,,646799.839,4874946.177,18T,,0000.0000,0000.0000
,,City (Small),,,,647700.765,4874466.189,18T,,0000.0000,0000.0000
,,City (Small),,,,647060.158,4875140.878,18T,,0000.0000,0000.0000
,,City (Small),,,,647171.634,4875176.698,18T,,0000.0000,0000.0000
,,City (Small),,,,646662.920,4873165.142,18T,,0000.0000,0000.0000
,,City (Small),,,,646918.347,4875026.598,18T,,0000.0000,0000.0000
,,City (Small),,,,647107.509,4875175.270,18T,,0000.0000,0000.0000
,,City (Small),,,,646689.715,4875210.431,18T,,0000.0000,0000.0000
,,City (Small),,,,646840.672,4873469.124,18T,,0000.0000,0000.0000
,,City (Small),,,,649294.330,4869601.328,18T,,0000.0000,0000.0000
,,City (Small),,,,651172.932,4875900.470,18T,,0000.0000,0000.0000
,,City (Small),,,,646857.720,4877392.217,18T,,0000.0000,0000.0000
,,City (Small),,,,646379.778,4874359.010,18T,,0000.0000,0000.0000
,,City (Small),,,,646698.470,4875177.287,18T,,0000.0000,0000.0000
,,City (Small),,,,646698.470,4875177.287,18T,,0000.0000,0000.0000
,,City (Small),,,,646682.067,4874832.436,18T,,0000.0000,0000.0000
,,City (Small),,,,647003.802,4875150.736,18T,,0000.0000,0000.0000
,,City (Small),,,,649317.384,4872491.127,18T,,0000.0000,0000.0000
,,City (Small),,,,649317.384,4872491.127,18T,,0000.0000,0000.0000
,,City (Small),,,,646842.125,4875569.416,18T,,0000.0000,0000.0000
,,City (Small),,,,646354.388,4877314.365,18T,,0000.0000,0000.0000
,,City (Small),,,,646354.388,4877314.365,18T,,0000.0000,0000.0000
,,City (Small),,,,649366.501,4872447.785,18T,,0000.0000,0000.0000
,,City (Small),,,,647073.365,4874907.809,18T,,0000.0000,0000.0000
,,City (Small),,,,646075.845,4876496.987,18T,,0000.0000,0000.0000
,,City (Small),,,,649514.357,4872295.550,18T,,0000.0000,0000.0000
,,City (Small),,,,652195.830,4873267.974,18T,,0000.0000,0000.0000
,,City (Small),,,,652461.525,4873574.144,18T,,0000.0000,0000.0000
,,City (Small),,,,647827.154,4873835.599,18T,,0000.0000,0000.0000
,,City (Small),,,,652352.159,4870660.050,18T,,0000.0000,0000.0000
,,City (Small),,,,646774.678,4875356.780,18T,,0000.0000,0000.0000
,,City (Small),,,,647350.115,4874725.062,18T,,0000.0000,0000.0000
,,City (Small),,,,645851.767,4875025.193,18T,,0000.0000,0000.0000
,,City (Small),,,,646689.592,4875577.140,18T,,0000.0000,0000.0000
,,City (Small),,,,646689.592,4875577.140,18T,,0000.0000,0000.0000
,,City (Small),,,,645813.929,4873468.622,18T,,0000.0000,0000.0000
,,City (Small),,,,646098.795,4874008.307,18T,,0000.0000,0000.0000
,,City (Small),,,,646854.468,4875014.065,18T,,0000.0000,0000.0000
,,City (Small),,,,646854.468,4875014.065,18T,,0000.0000,0000.0000
,,City (Small),,,,646819.325,4874791.035,18T,,0000.0000,0000.0000
,,City (Small),,,,647146.497,4874864.987,18T,,0000.0000,0000.0000
,,City (Small),,,,647059.026,4875552.016,18T,,0000.0000,0000.0000
,,City (Small),,,,650595.637,4871319.939,18T,,0000.0000,0000.0000
,,City (Small),,,,646781.212,4875423.600,18T,,0000.0000,0000.0000
,,City (Small),,,,647863.198,4873658.605,18T,,0000.0000,0000.0000
,,City (Small),,,,647863.198,4873658.605,18T,,0000.0000,0000.0000
,,City (Small),,,,647846.551,4874402.773,18T,,0000.0000,0000.0000
,,City (Small),,,,647972.706,4873783.293,18T,,0000.0000,0000.0000
,,City (Small),,,,646729.914,4875566.923,18T,,0000.0000,0000.0000
,,City (Small),,,,646686.878,4874977.005,18T,,0000.0000,0000.0000
,,City (Small),,,,645881.220,4875870.388,18T,,0000.0000,0000.0000
,,City (Small),,,,646762.468,4873378.488,18T,,0000.0000,0000.0000
,,City (Small),,,,648082.957,4873874.663,18T,,0000.0000,0000.0000
,,City (Small),,,,651104.408,4870475.859,18T,,0000.0000,0000.0000
,,City (Small),,,,646233.570,4875166.982,18T,,0000.0000,0000.0000
,,City (Small),,,,646668.753,4876154.527,18T,,0000.0000,0000.0000
,,City (Small),,,,647860.507,4872702.866,18T,,0000.0000,0000.0000
,,City (Small),,,,652160.162,4870633.407,18T,,0000.0000,0000.0000
,,City (Small),,,,647763.790,4875234.364,18T,,0000.0000,0000.0000
,,City (Small),,,,647134.175,4874698.025,18T,,0000.0000,0000.0000
,,City (Small),,,,652698.520,4877202.440,18T,,0000.0000,0000.0000
,,City (Small),,,,647350.541,4875425.161,18T,,0000.0000,0000.0000
,,City (Small),,,,653038.068,4870498.073,18T,,0000.0000,0000.0000
,,City (Small),,,,648118.705,4873353.173,18T,,0000.0000,0000.0000
,,City (Small),,,,648586.262,4873608.143,18T,,0000.0000,0000.0000
,,City (Small),,,,646791.823,4874945.999,18T,,0000.0000,0000.0000
,,City (Small),,,,647476.801,4874438.962,18T,,0000.0000,0000.0000
,,City (Small),,,,647323.157,4874135.497,18T,,0000.0000,0000.0000
,,City (Small),,,,646822.899,4874991.139,18T,,0000.0000,0000.0000
,,City (Small),,,,651729.055,4870534.604,18T,,0000.0000,0000.0000
,,City (Small),,,,646902.810,4875004.028,18T,,0000.0000,0000.0000
,,City (Small),,,,646661.847,4876465.524,18T,,0000.0000,0000.0000
,,City (Small),,,,646626.449,4874808.977,18T,,0000.0000,0000.0000
,,City (Small),,,,646626.449,4874808.977,18T,,0000.0000,0000.0000
,,City (Small),,,,646610.663,4874797.514,18T,,0000.0000,0000.0000
,,City (Small),,,,646922.522,4875560.091,18T,,0000.0000,0000.0000
,,City (Small),,,,648419.391,4873537.718,18T,,0000.0000,0000.0000
,,City (Small),,,,646767.529,4874956.571,18T,,0000.0000,0000.0000
,,City (Small),,,,646635.585,4876564.953,18T,,0000.0000,0000.0000
,,City (Small),,,,646635.585,4876564.953,18T,,0000.0000,0000.0000
,,City (Small),,,,646626.338,4876620.311,18T,,0000.0000,0000.0000
,,City (Small),,,,646943.629,4874971.598,18T,,0000.0000,0000.0000
,,City (Small),,,,640271.879,4893006.106,18T,,0000.0000,0000.0000
,,City (Small),,,,647256.300,4874256.245,18T,,0000.0000,0000.0000
,,City (Small),,,,647256.300,4874256.245,18T,,0000.0000,0000.0000
,,City (Small),,,,646454.847,4876760.968,18T,,0000.0000,0000.0000
,,City (Small),,,,647189.149,4875110.413,18T,,0000.0000,0000.0000
,,City (Small),,,,647990.044,4874083.721,18T,,0000.0000,0000.0000
,,City (Small),,,,646705.375,4874866.291,18T,,0000.0000,0000.0000
,,City (Small),,,,652952.143,4873518.800,18T,,0000.0000,0000.0000
,,City (Small),,,,646433.648,4876993.860,18T,,0000.0000,0000.0000
,,City (Small),,,,648660.142,4873176.412,18T,,0000.0000,0000.0000
,,City (Small),,,,647859.720,4873814.102,18T,,0000.0000,0000.0000
,,City (Small),,,,646705.253,4875233.000,18T,,0000.0000,0000.0000
,,City (Small),,,,647414.899,4874337.568,18T,,0000.0000,0000.0000
,,City (Small),,,,647414.899,4874337.568,18T,,0000.0000,0000.0000
,,City (Small),,,,646646.189,4876087.351,18T,,0000.0000,0000.0000
,,City (Small),,,,646646.189,4876087.351,18T,,0000.0000,0000.0000
,,City (Small),,,,646100.919,4874275.052,18T,,0000.0000,0000.0000
,,City (Small),,,,645827.058,4874691.275,18T,,0000.0000,0000.0000
,,City (Small),,,,646114.006,4874408.691,18T,,0000.0000,0000.0000
,,City (Small),,,,648615.258,4900690.850,18T,,0000.0000,0000.0000
,,City (Small),,,,652077.989,4899847.867,18T,,0000.0000,0000.0000
,,City (Small),,,,649752.826,4901950.310,18T,,0000.0000,0000.0000
,,City (Small),,,,649416.398,4896030.429,18T,,0000.0000,0000.0000
,,City (Small),,,,649779.060,4901850.891,18T,,0000.0000,0000.0000
,,City (Small),,,,645820.233,4893093.569,18T,,0000.0000,0000.0000
,,City (Small),,,,648739.295,4899448.993,18T,,0000.0000,0000.0000
,,City (Small),,,,648900.320,4903964.595,18T,,0000.0000,0000.0000
,,City (Small),,,,705038.410,4762817.410,18T,,0000.0000,0000.0000
,,City (Small),,,,648214.174,4899703.816,18T,,0000.0000,0000.0000
,,City (Small),,,,644875.418,4886605.117,18T,,0000.0000,0000.0000
,,City (Small),,,,656301.701,4854249.362,18T,,0000.0000,0000.0000
,,City (Small),,,,648139.323,4887422.311,18T,,0000.0000,0000.0000
,,City (Small),,,,646203.748,4884467.516,18T,,0000.0000,0000.0000
,,City (Small),,,,645986.411,4885962.900,18T,,0000.0000,0000.0000
,,City (Small),,,,647670.770,4887256.203,18T,,0000.0000,0000.0000
,,City (Small),,,,647754.292,4887458.108,18T,,0000.0000,0000.0000
,,City (Small),,,,645465.474,4887073.745,18T,,0000.0000,0000.0000
,,City (Small),,,,645465.474,4887073.745,18T,,0000.0000,0000.0000
,,City (Small),,,,643133.557,4845185.792,18T,,0000.0000,0000.0000
,,City (Small),,,,636310.733,4851487.359,18T,,0000.0000,0000.0000
,,City (Small),,,,636807.858,4851575.337,18T,,0000.0000,0000.0000
,,City (Small),,,,636864.165,4851576.494,18T,,0000.0000,0000.0000
,,City (Small),,,,637026.413,4851513.164,18T,,0000.0000,0000.0000
,,City (Small),,,,637026.413,4851513.164,18T,,0000.0000,0000.0000
,,City (Small),,,,679016.782,4911510.610,18T,,0000.0000,0000.0000
,,City (Small),,,,639806.270,4846359.694,18T,,0000.0000,0000.0000
,,City (Small),,,,638374.364,4851318.822,18T,,0000.0000,0000.0000
,,City (Small),,,,630889.989,4890267.939,18T,,0000.0000,0000.0000
,,City (Small),,,,632229.468,4890094.728,18T,,0000.0000,0000.0000
,,City (Small),,,,632676.250,4889759.263,18T,,0000.0000,0000.0000
,,City (Small),,,,658483.531,4868659.202,18T,,0000.0000,0000.0000
,,City (Small),,,,657322.910,4870876.394,18T,,0000.0000,0000.0000
,,City (Small),,,,660977.903,4872720.259,18T,,0000.0000,0000.0000
,,City (Small),,,,657330.139,4870909.905,18T,,0000.0000,0000.0000
,,City (Small),,,,655690.535,4870671.083,18T,,0000.0000,0000.0000
,,City (Small),,,,654642.331,4865034.451,18T,,0000.0000,0000.0000
,,City (Small),,,,648136.542,4866819.423,18T,,0000.0000,0000.0000
,,City (Small),,,,653778.393,4864880.997,18T,,0000.0000,0000.0000
,,City (Small),,,,653778.393,4864880.997,18T,,0000.0000,0000.0000
,,City (Small),,,,651100.261,4864674.944,18T,,0000.0000,0000.0000
,,City (Small),,,,655238.130,4863259.194,18T,,0000.0000,0000.0000
,,City (Small),,,,651750.057,4868568.125,18T,,0000.0000,0000.0000
,,City (Small),,,,653998.221,4864408.248,18T,,0000.0000,0000.0000
,,City (Small),,,,647653.747,4864341.697,18T,,0000.0000,0000.0000
,,City (Small),,,,653677.178,4863356.193,18T,,0000.0000,0000.0000
,,City (Small),,,,655238.130,4863259.194,18T,,0000.0000,0000.0000
,,City (Small),,,,635243.405,4861221.291,18T,,0000.0000,0000.0000
,,City (Small),,,,636866.879,4864321.356,18T,,0000.0000,0000.0000
,,City (Small),,,,638115.023,4859535.922,18T,,0000.0000,0000.0000
,,City (Small),,,,635240.900,4858187.843,18T,,0000.0000,0000.0000
,,City (Small),,,,632418.643,4861842.105,18T,,0000.0000,0000.0000
,,City (Small),,,,632418.643,4861842.105,18T,,0000.0000,0000.0000
,,City (Small),,,,635907.934,4862123.782,18T,,0000.0000,0000.0000
,,City (Small),,,,635907.934,4862123.782,18T,,0000.0000,0000.0000
,,City (Small),,,,632308.576,4857284.343,18T,,0000.0000,0000.0000
,,City (Small),,,,635628.294,4865973.733,18T,,0000.0000,0000.0000
,,City (Small),,,,630708.160,4857308.221,18T,,0000.0000,0000.0000
,,City (Small),,,,635478.926,4861492.768,18T,,0000.0000,0000.0000
,,City (Small),,,,659984.026,4892811.943,18T,,0000.0000,0000.0000
,,City (Small),,,,660068.457,4905072.774,18T,,0000.0000,0000.0000
,,City (Small),,,,655219.061,4899132.412,18T,,0000.0000,0000.0000
,,City (Small),,,,662172.294,4894899.469,18T,,0000.0000,0000.0000
,,City (Small),,,,654379.326,4900857.421,18T,,0000.0000,0000.0000
,,City (Small),,,,655004.221,4900783.261,18T,,0000.0000,0000.0000
,,City (Small),,,,659591.832,4896770.071,18T,,0000.0000,0000.0000
,,City (Small),,,,654640.222,4897585.065,18T,,0000.0000,0000.0000
,,City (Small),,,,654220.747,4903520.954,18T,,0000.0000,0000.0000
,,City (Small),,,,658673.733,4892746.830,18T,,0000.0000,0000.0000
,,City (Small),,,,655136.358,4898574.774,18T,,0000.0000,0000.0000
,,City (Small),,,,655300.739,4898045.211,18T,,0000.0000,0000.0000
,,City (Small),,,,639766.502,4891950.780,18T,,0000.0000,0000.0000
,,City (Small),,,,639766.502,4891950.780,18T,,0000.0000,0000.0000
,,City (Small),,,,639766.502,4891950.780,18T,,0000.0000,0000.0000
,,City (Small),,,,640501.640,4892733.206,18T,,0000.0000,0000.0000
,,City (Small),,,,638459.113,4892123.126,18T,,0000.0000,0000.0000
,,City (Small),,,,639890.723,4891375.584,18T,,0000.0000,0000.0000
,,City (Small),,,,638714.659,4891383.998,18T,,0000.0000,0000.0000
,,City (Small),,,,640705.533,4892548.659,18T,,0000.0000,0000.0000
,,City (Small),,,,640189.462,4892370.944,18T,,0000.0000,0000.0000
,,City (Small),,,,640197.456,4892371.114,18T,,0000.0000,0000.0000
,,City (Small),,,,639774.733,4891939.843,18T,,0000.0000,0000.0000
,,City (Small),,,,639836.802,4892030.061,18T,,0000.0000,0000.0000
,,City (Small),,,,640250.032,4892905.628,18T,,0000.0000,0000.0000
,,City (Small),,,,640125.624,4893114.108,18T,,0000.0000,0000.0000
,,City (Small),,,,640714.363,4891015.343,18T,,0000.0000,0000.0000
,,City (Small),,,,639584.269,4891869.121,18T,,0000.0000,0000.0000
,,City (Small),,,,639710.301,4891960.697,18T,,0000.0000,0000.0000
,,City (Small),,,,640190.994,4893048.829,18T,,0000.0000,0000.0000
,,City (Small),,,,644680.876,4892534.972,18T,,0000.0000,0000.0000
,,City (Small),,,,639655.280,4891915.079,18T,,0000.0000,0000.0000
,,City (Small),,,,640215.923,4893004.911,18T,,0000.0000,0000.0000
,,City (Small),,,,639733.105,4892016.743,18T,,0000.0000,0000.0000
,,City (Small),,,,632676.250,4889759.263,18T,,0000.0000,0000.0000
,,City (Small),,,,641099.973,4891312.530,18T,,0000.0000,0000.0000
,,City (Small),,,,639715.226,4892105.262,18T,,0000.0000,0000.0000
,,City (Small),,,,639757.326,4892006.146,18T,,0000.0000,0000.0000
,,City (Small),,,,639838.692,4891941.203,18T,,0000.0000,0000.0000
,,City (Small),,,,640071.730,4891890.604,18T,,0000.0000,0000.0000
,,City (Small),,,,630898.322,4895068.345,18T,,0000.0000,0000.0000
,,City (Small),,,,635892.062,4883191.119,18T,,0000.0000,0000.0000
,,City (Small),,,,640455.415,4892276.612,18T,,0000.0000,0000.0000
,,City (Small),,,,627603.645,4880269.843,18T,,0000.0000,0000.0000
,,City (Small),,,,627574.402,4880124.831,18T,,0000.0000,0000.0000
,,City (Small),,,,640084.587,4892413.157,18T,,0000.0000,0000.0000
,,City (Small),,,,640061.551,4892368.216,18T,,0000.0000,0000.0000
,,City (Small),,,,640635.897,4891691.517,18T,,0000.0000,0000.0000
,,City (Small),,,,639724.874,4892027.681,18T,,0000.0000,0000.0000
,,City (Small),,,,637859.898,4889421.396,18T,,0000.0000,0000.0000
,,City (Small),,,,626791.057,4877109.726,18T,,0000.0000,0000.0000
,,City (Small),,,,626791.057,4877109.726,18T,,0000.0000,0000.0000
,,City (Small),,,,639935.768,4892265.526,18T,,0000.0000,0000.0000
,,City (Small),,,,639900.804,4891653.605,18T,,0000.0000,0000.0000
,,City (Small),,,,639029.307,4891257.298,18T,,0000.0000,0000.0000
,,City (Small),,,,638578.734,4891381.131,18T,,0000.0000,0000.0000
,,City (Small),,,,640100.459,4893169.133,18T,,0000.0000,0000.0000
,,City (Small),,,,643227.544,4878068.105,18T,,0000.0000,0000.0000
,,City (Small),,,,645965.946,4876027.834,18T,,0000.0000,0000.0000
,,City (Small),,,,641622.262,4879289.145,18T,,0000.0000,0000.0000
,,City (Small),,,,644577.957,4858040.046,18T,,0000.0000,0000.0000
,,City (Small),,,,644537.473,4857683.581,18T,,0000.0000,0000.0000
,,City (Small),,,,651200.589,4769460.952,18T,,0000.0000,0000.0000
,,City (Small),,,,651184.549,4769449.486,18T,,0000.0000,0000.0000
,,City (Small),,,,649113.780,4770637.247,18T,,0000.0000,0000.0000
,,City (Small),,,,649065.792,4767236.349,18T,,0000.0000,0000.0000
,,City (Small),,,,647072.475,4772004.008,18T,,0000.0000,0000.0000
,,City (Small),,,,651048.324,4771924.182,18T,,0000.0000,0000.0000
,,City (Small),,,,651048.324,4771924.182,18T,,0000.0000,0000.0000
,,City (Small),,,,650056.446,4769624.602,18T,,0000.0000,0000.0000
,,City (Small),,,,646041.820,4773359.573,18T,,0000.0000,0000.0000
,,City (Small),,,,650072.089,4770024.932,18T,,0000.0000,0000.0000
,,City (Small),,,,644811.922,4773766.660,18T,,0000.0000,0000.0000
,,City (Small),,,,650175.820,4770493.863,18T,,0000.0000,0000.0000
,,City (Small),,,,650263.667,4770573.571,18T,,0000.0000,0000.0000
,,City (Small),,,,650324.642,4770763.796,18T,,0000.0000,0000.0000
,,City (Small),,,,650274.572,4770818.247,18T,,0000.0000,0000.0000
,,City (Small),,,,650354.027,4770908.883,18T,,0000.0000,0000.0000
,,City (Small),,,,650329.139,4769819.481,18T,,0000.0000,0000.0000
,,City (Small),,,,651263.686,4772495.606,18T,,0000.0000,0000.0000
,,City (Small),,,,650526.024,4769757.154,18T,,0000.0000,0000.0000
,,City (Small),,,,651337.689,4772830.572,18T,,0000.0000,0000.0000
,,City (Small),,,,738258.274,4934992.390,18T,,0000.0000,0000.0000
,,City (Small),,,,728446.384,4936630.209,18T,,0000.0000,0000.0000
,,City (Small),,,,738051.866,4935629.947,18T,,0000.0000,0000.0000
,,City (Small),,,,738216.290,4935268.924,18T,,0000.0000,0000.0000
,,City (Small),,,,262941.644,4941032.693,19T,,0000.0000,0000.0000
,,City (Small),,,,266180.361,4952760.656,19T,,0000.0000,0000.0000
,,City (Small),,,,265522.012,4952984.769,19T,,0000.0000,0000.0000
,,City (Small),,,,268005.488,4953428.847,19T,,0000.0000,0000.0000
,,City (Small),,,,725583.323,4912263.351,18T,,0000.0000,0000.0000
,,City (Small),,,,725928.188,4911986.123,18T,,0000.0000,0000.0000
,,City (Small),,,,734916.211,4896209.675,18T,,0000.0000,0000.0000
,,City (Small),,,,728635.051,4896632.959,18T,,0000.0000,0000.0000
,,City (Small),,,,724953.776,4948775.179,18T,,0000.0000,0000.0000
,,City (Small),,,,737548.016,4922631.112,18T,,0000.0000,0000.0000
,,City (Small),,,,737820.511,4923464.142,18T,,0000.0000,0000.0000
,,City (Small),,,,737299.331,4922455.204,18T,,0000.0000,0000.0000
,,City (Small),,,,737414.955,4925840.724,18T,,0000.0000,0000.0000
,,City (Small),,,,737428.437,4925907.953,18T,,0000.0000,0000.0000
,,City (Small),,,,737428.437,4925907.953,18T,,0000.0000,0000.0000
,,City (Small),,,,737534.623,4925400.183,18T,,0000.0000,0000.0000
,,City (Small),,,,261597.807,4923029.383,19T,,0000.0000,0000.0000
,,City (Small),,,,737465.384,4925987.161,18T,,0000.0000,0000.0000
,,City (Small),,,,737380.022,4922647.230,18T,,0000.0000,0000.0000
,,City (Small),,,,261782.529,4923067.113,19T,,0000.0000,0000.0000
,,City (Small),,,,737097.467,4922525.709,18T,,0000.0000,0000.0000
